po_id,supplier_id,warehouse_id,employee_id,order_date,expected_delivery_date,actual_delivery_date,status
8930,18,5,53,2026-02-16,2026-03-01,2026-03-03,received
8931,25,2,17,2025-06-22,2025-06-27,2025-06-28,received
8932,30,3,280,2025-05-21,2025-06-01,2025-06-01,received
8933,77,5,284,2025-01-29,2025-02-10,2025-02-09,received
8934,71,4,26,2025-12-28,2026-01-10,2026-01-17,received
8935,12,7,253,2025-03-03,2025-03-13,2025-03-23,received
8936,17,3,32,2024-09-29,2024-10-12,2024-10-19,received
8937,20,2,18,2025-07-05,2025-07-24,2025-07-24,received
8938,85,8,58,2025-09-05,2025-09-21,2025-09-30,received
8939,33,9,48,2025-05-04,2025-05-12,2025-05-11,received
8940,59,1,156,2023-01-08,2023-01-28,2023-01-29,received
8941,63,5,96,2023-01-14,2023-01-26,2023-02-03,received
8942,39,3,291,2024-04-06,2024-04-15,2024-04-22,received
8943,52,2,202,2026-02-22,2026-03-10,2026-03-18,received
8944,3,3,33,2025-04-09,2025-04-14,2025-04-14,received
8945,67,4,272,2025-08-23,2025-09-08,2025-09-18,received
8946,91,8,296,2025-03-15,2025-03-24,2025-03-30,received
8947,87,4,29,2023-03-03,2023-03-10,2023-03-08,received
8948,81,1,211,2025-11-08,2025-11-13,2025-11-19,received
8949,14,3,246,2023-08-24,2023-09-10,2023-09-10,received
8950,70,5,268,2023-07-19,2023-08-09,,shipped
8951,5,1,26,2024-09-18,2024-10-09,2024-10-10,received
8952,53,6,218,2024-09-09,2024-09-29,2024-10-05,received
8953,48,4,175,2023-06-26,2023-07-08,2023-07-10,received
8954,97,1,293,2024-07-12,2024-07-17,2024-07-27,received
8955,44,10,165,2025-06-11,2025-06-23,,pending
8956,22,6,214,2025-07-26,2025-08-16,,pending
8957,9,5,16,2024-06-26,2024-07-10,2024-07-15,received
8958,92,10,152,2026-02-12,2026-02-28,2026-03-01,received
8959,83,2,219,2024-04-03,2024-04-14,2024-04-22,received
8960,100,3,236,2024-01-06,2024-01-27,2024-02-06,received
8961,85,8,192,2023-05-05,2023-05-25,2023-05-24,received
8962,25,2,11,2025-04-15,2025-04-25,,pending
8963,78,5,112,2026-05-15,2026-06-02,2026-06-05,received
8964,13,9,264,2024-04-15,2024-04-28,2024-05-04,received
8965,3,9,230,2023-04-19,2023-04-30,2023-04-29,received
8966,17,2,287,2025-11-29,2025-12-15,2025-12-25,received
8967,50,7,223,2025-07-06,2025-07-16,2025-07-19,received
8968,88,1,88,2023-06-18,2023-07-03,2023-07-03,received
8969,61,3,69,2025-12-19,2025-12-27,2026-01-03,received
8970,64,10,182,2025-01-07,2025-01-17,2025-01-24,received
8971,55,2,288,2025-08-26,2025-09-08,2025-09-16,received
8972,17,2,21,2025-02-07,2025-02-21,2025-02-27,received
8973,79,10,254,2023-01-03,2023-01-23,2023-01-25,received
8974,62,4,195,2025-09-12,2025-09-20,2025-09-24,received
8975,63,9,114,2025-12-20,2025-12-27,2025-12-30,received
8976,78,3,212,2024-08-21,2024-09-08,,pending
8977,20,3,1,2023-03-08,2023-03-20,,shipped
8978,20,8,209,2023-08-20,2023-09-05,2023-09-15,received
8979,7,3,166,2025-05-12,2025-05-27,2025-06-01,received
8980,52,5,111,2023-03-28,2023-04-15,2023-04-24,received
8981,22,8,60,2023-03-17,2023-04-06,2023-04-12,received
8982,62,1,230,2023-04-25,2023-05-09,2023-05-19,received
8983,31,9,34,2024-02-12,2024-02-19,2024-02-27,received
8984,72,1,95,2024-07-11,2024-07-22,2024-07-22,received
8985,40,7,71,2023-11-15,2023-11-29,2023-12-02,received
8986,80,6,194,2026-05-25,2026-06-09,,cancelled
8987,92,2,140,2026-06-05,2026-06-17,2026-06-15,received
8988,4,5,296,2023-02-08,2023-02-15,2023-02-23,received
8989,91,7,207,2026-05-12,2026-05-19,2026-05-26,received
8990,59,3,1,2024-11-24,2024-12-12,2024-12-15,received
8991,96,5,203,2025-01-27,2025-02-05,2025-02-06,received
8992,89,6,220,2025-07-09,2025-07-15,2025-07-23,received
8993,45,4,178,2025-12-15,2026-01-04,2026-01-14,received
8994,42,3,266,2023-04-25,2023-05-03,2023-05-12,received
8995,61,8,96,2026-03-18,2026-03-27,2026-03-29,received
8996,76,7,23,2023-02-13,2023-02-25,2023-03-04,received
8997,4,10,240,2026-05-01,2026-05-07,,shipped
8998,84,10,113,2026-03-18,2026-03-26,,pending
8999,14,10,231,2023-01-12,2023-01-26,2023-01-29,received
9000,95,1,189,2023-12-24,2024-01-05,2024-01-03,received
9001,56,10,264,2025-05-11,2025-05-31,2025-05-30,received
9002,11,2,6,2025-02-02,2025-02-22,2025-02-20,received
9003,55,4,102,2023-07-01,2023-07-22,2023-07-26,received
9004,83,7,107,2025-01-02,2025-01-19,2025-01-28,received
9005,31,2,293,2024-02-06,2024-02-16,2024-02-15,received
9006,74,6,294,2024-02-24,2024-03-13,2024-03-12,received
9007,97,1,49,2023-12-30,2024-01-08,2024-01-14,received
9008,12,5,55,2026-05-23,2026-06-11,,cancelled
9009,56,4,194,2024-03-22,2024-04-08,2024-04-10,received
9010,7,3,15,2023-05-05,2023-05-11,2023-05-12,received
9011,71,3,285,2023-03-28,2023-04-12,2023-04-15,received
9012,54,7,27,2025-08-07,2025-08-25,2025-08-24,received
9013,81,4,198,2025-08-16,2025-08-31,2025-08-31,received
9014,10,5,201,2025-11-13,2025-11-22,,shipped
9015,20,1,257,2025-12-26,2026-01-07,2026-01-17,received
9016,78,4,175,2023-09-20,2023-10-02,2023-10-06,received
9017,28,1,226,2023-11-13,2023-11-27,2023-11-28,received
9018,17,7,296,2024-05-31,2024-06-09,2024-06-17,received
9019,41,3,177,2026-07-13,2026-07-23,2026-07-28,received
9020,82,4,63,2023-06-07,2023-06-20,,shipped
9021,21,5,107,2023-04-14,2023-04-28,2023-05-03,received
9022,24,7,53,2024-05-01,2024-05-12,2024-05-20,received
9023,76,2,233,2026-06-29,2026-07-15,2026-07-16,received
9024,17,1,268,2025-08-17,2025-09-07,,pending
9025,54,8,141,2024-01-19,2024-02-08,2024-02-08,received
9026,67,1,159,2025-05-16,2025-06-06,2025-06-11,received
9027,33,4,260,2026-03-12,2026-03-20,2026-03-26,received
9028,36,7,158,2025-09-15,2025-09-21,2025-09-27,received
9029,52,8,271,2024-11-18,2024-11-24,,pending
9030,94,10,259,2024-08-27,2024-09-11,2024-09-09,received
9031,32,3,220,2023-09-03,2023-09-21,,cancelled
9032,87,10,214,2026-06-14,2026-07-04,2026-07-11,received
9033,51,3,122,2025-12-16,2025-12-21,,pending
9034,59,10,174,2024-06-02,2024-06-16,2024-06-18,received
9035,24,2,85,2023-11-13,2023-11-28,2023-12-01,received
9036,30,2,187,2023-03-21,2023-03-27,2023-04-02,received
9037,2,9,213,2024-12-13,2024-12-19,2024-12-28,received
9038,28,1,235,2025-01-20,2025-02-04,2025-02-05,received
9039,99,8,46,2024-11-22,2024-12-04,2024-12-02,received
9040,24,1,46,2025-08-02,2025-08-23,2025-08-29,received
9041,82,9,275,2023-04-23,2023-05-02,2023-05-03,received
9042,15,3,223,2024-08-14,2024-09-01,2024-09-02,received
9043,53,1,281,2024-07-08,2024-07-20,2024-07-24,received
9044,90,3,1,2023-03-25,2023-04-05,2023-04-09,received
9045,45,7,217,2026-03-20,2026-04-05,2026-04-05,received
9046,20,8,78,2025-04-09,2025-04-15,2025-04-15,received
9047,42,3,233,2024-11-16,2024-11-26,2024-12-03,received
9048,60,8,78,2024-01-09,2024-01-20,,shipped
9049,42,10,260,2023-11-04,2023-11-13,2023-11-12,received
9050,18,8,39,2024-08-07,2024-08-25,2024-08-31,received
9051,38,9,157,2023-09-11,2023-09-22,2023-09-26,received
9052,8,8,229,2024-08-12,2024-08-18,,shipped
9053,79,9,5,2023-08-20,2023-09-08,,shipped
9054,85,5,100,2025-05-21,2025-05-26,,shipped
9055,97,10,228,2023-04-16,2023-05-04,2023-05-02,received
9056,3,6,142,2023-12-07,2023-12-13,2023-12-21,received
9057,68,3,155,2025-10-09,2025-10-18,2025-10-27,received
9058,83,8,178,2023-04-02,2023-04-13,2023-04-20,received
9059,40,2,48,2025-01-21,2025-02-10,2025-02-19,received
9060,14,9,85,2025-01-23,2025-02-01,2025-02-10,received
9061,63,10,293,2024-01-17,2024-01-29,,pending
9062,43,3,261,2024-01-15,2024-02-02,2024-02-03,received
9063,36,1,298,2023-10-27,2023-11-15,2023-11-19,received
9064,10,10,191,2025-04-25,2025-05-14,,pending
9065,6,8,299,2026-04-14,2026-04-26,,cancelled
9066,100,8,69,2025-06-11,2025-06-23,,shipped
9067,8,3,284,2025-03-21,2025-04-06,,shipped
9068,92,9,162,2025-07-21,2025-08-06,2025-08-05,received
9069,45,1,111,2026-05-01,2026-05-21,2026-05-28,received
9070,20,10,95,2025-06-09,2025-06-27,2025-07-07,received
9071,24,10,169,2024-10-22,2024-11-01,2024-11-02,received
9072,19,8,146,2024-04-06,2024-04-22,,shipped
9073,55,1,82,2026-03-10,2026-03-23,,cancelled
9074,42,10,179,2024-08-24,2024-09-12,2024-09-16,received
9075,83,6,277,2026-05-03,2026-05-18,2026-05-16,received
9076,17,6,152,2023-04-23,2023-05-04,,shipped
9077,96,10,236,2025-07-07,2025-07-19,,cancelled
9078,57,9,96,2023-07-19,2023-07-30,,cancelled
9079,99,10,105,2023-02-24,2023-03-05,2023-03-10,received
9080,38,4,14,2023-06-02,2023-06-10,2023-06-08,received
9081,56,5,300,2025-12-08,2025-12-23,,shipped
9082,94,8,219,2023-10-25,2023-11-13,2023-11-17,received
9083,30,6,148,2025-11-10,2025-11-20,2025-11-28,received
9084,28,5,233,2023-12-10,2023-12-17,,shipped
9085,91,7,49,2026-05-01,2026-05-14,2026-05-16,received
9086,72,2,43,2023-01-05,2023-01-21,2023-01-27,received
9087,23,7,290,2024-01-08,2024-01-28,2024-02-02,received
9088,81,7,99,2024-12-18,2025-01-07,2025-01-12,received
9089,14,5,140,2025-11-03,2025-11-21,2025-11-24,received
9090,17,1,184,2024-04-02,2024-04-23,,cancelled
9091,47,10,174,2024-11-13,2024-11-23,,shipped
9092,92,2,179,2025-05-13,2025-06-01,2025-06-08,received
9093,74,6,32,2024-07-30,2024-08-09,2024-08-18,received
9094,35,2,102,2025-05-02,2025-05-14,2025-05-20,received
9095,40,5,135,2024-04-27,2024-05-02,,shipped
9096,35,2,148,2024-03-15,2024-03-25,2024-03-29,received
9097,48,1,253,2026-05-21,2026-05-30,2026-05-30,received
9098,89,9,96,2023-03-08,2023-03-22,,shipped
9099,100,10,291,2023-11-01,2023-11-19,2023-11-23,received
9100,34,3,105,2024-11-19,2024-11-28,2024-11-29,received
9101,20,6,105,2023-03-02,2023-03-14,2023-03-21,received
9102,52,4,253,2023-03-22,2023-04-07,2023-04-06,received
9103,68,1,75,2024-04-01,2024-04-09,2024-04-11,received
9104,9,10,196,2023-11-21,2023-11-30,2023-12-01,received
9105,36,3,215,2025-05-04,2025-05-17,2025-05-20,received
9106,98,4,11,2024-11-15,2024-12-06,2024-12-05,received
9107,23,3,203,2024-12-27,2025-01-15,2025-01-22,received
9108,54,4,43,2023-05-09,2023-05-22,2023-05-23,received
9109,51,3,220,2026-01-25,2026-02-01,,cancelled
9110,81,5,21,2024-12-28,2025-01-11,2025-01-12,received
9111,71,10,287,2025-10-09,2025-10-19,,pending
9112,71,3,72,2024-08-08,2024-08-17,2024-08-27,received
9113,15,1,145,2024-05-22,2024-06-04,2024-06-07,received
9114,41,2,132,2023-07-12,2023-07-29,2023-08-02,received
9115,59,6,269,2026-05-07,2026-05-12,2026-05-10,received
9116,78,5,25,2025-07-25,2025-08-06,2025-08-09,received
9117,10,3,72,2025-06-22,2025-07-10,2025-07-08,received
9118,70,4,36,2024-12-05,2024-12-14,2024-12-24,received
9119,26,4,256,2026-06-27,2026-07-09,2026-07-07,received
9120,3,3,190,2026-03-27,2026-04-13,2026-04-13,received
9121,69,10,16,2024-10-05,2024-10-11,2024-10-16,received
9122,3,1,135,2025-03-01,2025-03-09,2025-03-11,received
9123,87,1,30,2023-07-07,2023-07-16,2023-07-15,received
9124,38,7,33,2026-04-19,2026-04-26,2026-05-05,received
9125,55,2,274,2023-03-08,2023-03-15,,cancelled
9126,50,1,300,2026-05-28,2026-06-14,2026-06-16,received
9127,48,4,63,2026-04-09,2026-04-24,2026-04-26,received
9128,88,1,40,2024-02-17,2024-02-27,,shipped
9129,52,9,15,2023-02-10,2023-02-22,2023-02-21,received
9130,8,1,293,2025-02-05,2025-02-24,2025-03-05,received
9131,93,2,195,2024-05-28,2024-06-13,2024-06-20,received
9132,44,2,274,2023-08-22,2023-09-11,2023-09-12,received
9133,82,8,228,2024-11-27,2024-12-12,,pending
9134,84,3,66,2025-07-03,2025-07-13,2025-07-17,received
9135,4,1,189,2023-08-19,2023-09-06,,cancelled
9136,25,8,265,2026-01-28,2026-02-04,2026-02-02,received
9137,77,4,45,2025-05-02,2025-05-13,2025-05-15,received
9138,67,5,164,2024-02-23,2024-03-09,,cancelled
9139,2,9,265,2025-04-27,2025-05-17,2025-05-15,received
9140,65,10,60,2024-10-16,2024-10-29,2024-10-30,received
9141,58,3,54,2026-01-04,2026-01-22,2026-01-25,received
9142,74,7,232,2025-09-03,2025-09-23,,shipped
9143,49,2,276,2025-08-29,2025-09-12,2025-09-16,received
9144,33,3,131,2025-07-18,2025-08-08,2025-08-12,received
9145,44,7,261,2024-11-21,2024-12-11,,cancelled
9146,85,7,64,2026-03-13,2026-03-26,2026-03-26,received
9147,2,5,171,2026-07-04,2026-07-12,,shipped
9148,90,8,215,2025-01-19,2025-01-30,2025-01-28,received
9149,67,7,209,2025-04-12,2025-04-29,2025-04-27,received
9150,20,6,102,2025-04-20,2025-05-02,2025-05-08,received
9151,26,5,163,2023-01-25,2023-02-15,2023-02-13,received
9152,79,1,132,2025-08-24,2025-09-02,2025-09-06,received
9153,91,2,291,2025-02-10,2025-02-28,,shipped
9154,86,8,156,2025-12-08,2025-12-26,2025-12-27,received
9155,73,6,128,2024-04-29,2024-05-09,,cancelled
9156,59,3,215,2025-11-05,2025-11-25,2025-12-03,received
9157,3,8,14,2023-10-10,2023-10-16,2023-10-23,received
9158,1,2,11,2025-03-03,2025-03-11,2025-03-17,received
9159,25,3,132,2024-02-09,2024-02-22,2024-02-21,received
9160,62,6,130,2026-05-15,2026-06-01,,shipped
9161,93,2,17,2023-09-24,2023-09-30,2023-09-28,received
9162,25,5,86,2024-09-28,2024-10-03,2024-10-10,received
9163,92,7,87,2025-05-15,2025-05-28,2025-06-02,received
9164,83,6,212,2024-02-10,2024-02-28,2024-03-01,received
9165,63,1,23,2024-02-23,2024-03-07,2024-03-07,received
9166,39,2,33,2024-10-06,2024-10-16,2024-10-20,received
9167,51,8,236,2024-07-05,2024-07-23,2024-07-31,received
9168,6,2,96,2024-06-03,2024-06-13,2024-06-18,received
9169,86,4,132,2025-06-14,2025-07-02,2025-07-02,received
9170,16,5,226,2024-11-03,2024-11-10,2024-11-15,received
9171,3,2,288,2024-04-16,2024-04-28,2024-05-03,received
9172,58,4,211,2025-06-08,2025-06-24,2025-06-30,received
9173,69,9,216,2024-03-25,2024-04-15,2024-04-20,received
9174,72,3,166,2023-11-02,2023-11-13,,shipped
9175,15,10,132,2026-01-23,2026-02-05,2026-02-04,received
9176,82,6,83,2025-05-02,2025-05-17,2025-05-16,received
9177,2,9,167,2023-12-31,2024-01-10,2024-01-15,received
9178,86,6,17,2026-03-27,2026-04-14,2026-04-12,received
9179,97,5,69,2026-04-26,2026-05-01,2026-05-03,received
9180,10,7,156,2023-08-22,2023-09-09,,shipped
9181,46,6,95,2024-05-10,2024-05-21,2024-05-30,received
9182,54,2,280,2024-01-15,2024-02-03,,shipped
9183,66,3,203,2024-11-06,2024-11-13,2024-11-13,received
9184,61,8,51,2024-07-28,2024-08-08,,pending
9185,19,5,201,2023-08-14,2023-09-03,2023-09-04,received
9186,45,7,202,2025-05-02,2025-05-22,2025-06-01,received
9187,37,8,112,2025-03-11,2025-03-23,2025-03-22,received
9188,4,2,47,2026-03-19,2026-03-30,2026-03-28,received
9189,84,7,123,2024-12-26,2025-01-11,,shipped
9190,11,2,234,2024-10-21,2024-10-29,2024-11-03,received
9191,84,8,285,2023-03-26,2023-04-09,2023-04-18,received
9192,29,3,196,2024-12-15,2024-12-27,,shipped
9193,58,6,111,2023-01-02,2023-01-23,2023-01-30,received
9194,91,10,171,2026-07-16,2026-07-25,2026-07-27,received
9195,49,9,108,2025-11-09,2025-11-20,2025-11-19,received
9196,88,3,121,2025-06-29,2025-07-19,2025-07-19,received
9197,73,8,281,2025-02-14,2025-03-05,,shipped
9198,48,7,272,2024-01-28,2024-02-12,2024-02-13,received
9199,82,10,4,2025-08-25,2025-08-30,2025-09-07,received
9200,46,3,129,2023-06-21,2023-06-28,2023-07-05,received
9201,60,10,9,2025-09-01,2025-09-10,2025-09-15,received
9202,74,5,158,2023-11-16,2023-12-07,2023-12-16,received
9203,26,2,11,2023-04-07,2023-04-26,2023-04-30,received
9204,69,7,180,2025-04-14,2025-05-02,2025-05-01,received
9205,48,1,214,2026-03-03,2026-03-22,,pending
9206,11,5,246,2025-01-19,2025-02-02,2025-02-10,received
9207,60,2,152,2024-03-18,2024-03-27,2024-04-01,received
9208,10,8,120,2025-07-28,2025-08-05,,shipped
9209,48,8,58,2024-05-08,2024-05-13,2024-05-15,received
9210,43,1,21,2023-01-20,2023-02-09,,shipped
9211,97,3,79,2025-09-17,2025-09-23,2025-09-25,received
9212,24,1,32,2025-04-20,2025-05-01,2025-04-30,received
9213,35,10,194,2024-08-31,2024-09-18,2024-09-19,received
9214,86,10,294,2025-07-25,2025-08-06,2025-08-14,received
9215,9,7,129,2024-04-27,2024-05-14,2024-05-15,received
9216,83,5,41,2023-11-08,2023-11-27,,cancelled
9217,22,2,161,2024-11-23,2024-12-09,2024-12-08,received
9218,31,9,231,2024-06-01,2024-06-21,,shipped
9219,35,1,151,2025-04-22,2025-04-28,,cancelled
9220,51,6,174,2023-04-28,2023-05-12,2023-05-21,received
9221,1,4,160,2025-04-09,2025-04-26,,cancelled
9222,29,1,92,2024-03-12,2024-03-18,2024-03-26,received
9223,73,4,227,2025-05-24,2025-06-02,2025-06-11,received
9224,7,1,94,2023-01-07,2023-01-26,,cancelled
9225,29,4,292,2025-10-02,2025-10-14,2025-10-19,received
9226,88,6,75,2026-02-20,2026-03-04,2026-03-11,received
9227,85,4,232,2024-01-10,2024-01-31,2024-02-03,received
9228,25,5,245,2023-04-02,2023-04-16,2023-04-26,received
9229,5,5,240,2023-07-02,2023-07-08,2023-07-17,received
9230,29,4,137,2023-09-27,2023-10-08,2023-10-10,received
9231,75,6,266,2023-01-25,2023-02-05,2023-02-09,received
9232,77,10,280,2025-10-31,2025-11-11,2025-11-16,received
9233,11,10,120,2026-05-17,2026-06-03,2026-06-03,received
9234,61,9,27,2023-08-05,2023-08-12,2023-08-17,received
9235,11,9,151,2023-06-03,2023-06-19,2023-06-21,received
9236,77,3,258,2025-03-20,2025-03-28,2025-03-29,received
9237,12,7,133,2025-08-18,2025-09-06,2025-09-16,received
9238,39,3,153,2023-02-14,2023-02-19,,shipped
9239,47,10,110,2025-06-20,2025-07-01,2025-07-02,received
9240,24,10,146,2026-05-01,2026-05-16,2026-05-14,received
9241,30,2,183,2025-04-06,2025-04-26,2025-05-03,received
9242,95,8,298,2024-02-15,2024-02-26,2024-03-05,received
9243,89,2,152,2026-05-15,2026-06-04,,shipped
9244,23,3,236,2025-05-16,2025-05-27,2025-06-01,received
9245,53,6,183,2026-07-14,2026-08-02,2026-08-11,received
9246,75,1,254,2024-01-31,2024-02-05,2024-02-05,received
9247,36,10,247,2023-03-01,2023-03-09,2023-03-11,received
9248,43,6,157,2024-04-22,2024-05-07,2024-05-05,received
9249,52,3,44,2023-06-01,2023-06-21,2023-07-01,received
9250,32,1,249,2026-06-08,2026-06-16,,pending
9251,37,8,120,2024-03-12,2024-04-02,,cancelled
9252,26,8,116,2025-12-30,2026-01-14,,cancelled
9253,85,10,49,2024-03-21,2024-04-04,2024-04-12,received
9254,42,4,207,2023-07-05,2023-07-25,2023-08-04,received
9255,57,1,278,2025-11-03,2025-11-20,2025-11-29,received
9256,56,8,78,2024-06-28,2024-07-12,2024-07-21,received
9257,26,4,93,2025-11-09,2025-11-20,2025-11-26,received
9258,3,1,281,2025-01-29,2025-02-19,,shipped
9259,44,3,181,2025-04-28,2025-05-05,2025-05-04,received
9260,21,1,129,2025-09-11,2025-09-27,2025-10-04,received
9261,37,4,204,2024-05-16,2024-06-05,2024-06-12,received
9262,94,3,166,2023-02-26,2023-03-03,2023-03-02,received
9263,33,2,111,2025-03-15,2025-03-21,2025-03-19,received
9264,96,4,222,2026-07-26,2026-08-11,2026-08-21,received
9265,44,10,254,2026-04-20,2026-05-06,,pending
9266,3,8,248,2026-04-15,2026-04-30,,pending
9267,77,10,261,2026-01-16,2026-02-06,2026-02-08,received
9268,78,10,288,2025-03-12,2025-03-17,2025-03-27,received
9269,84,7,110,2023-09-14,2023-10-05,,shipped
9270,10,3,94,2026-02-18,2026-02-27,2026-03-02,received
9271,22,7,292,2024-07-20,2024-08-03,2024-08-10,received
9272,67,2,165,2023-10-12,2023-10-26,2023-11-03,received
9273,16,4,27,2023-04-25,2023-05-09,2023-05-16,received
9274,32,6,18,2025-05-16,2025-05-23,2025-05-24,received
9275,24,6,239,2025-09-19,2025-09-28,2025-10-07,received
9276,59,2,162,2026-03-30,2026-04-19,2026-04-26,received
9277,76,8,142,2023-07-12,2023-07-27,2023-07-28,received
9278,3,4,182,2025-02-18,2025-02-23,2025-03-03,received
9279,90,3,126,2023-08-30,2023-09-08,2023-09-14,received
9280,24,4,105,2023-10-08,2023-10-24,2023-11-02,received
9281,46,10,59,2026-06-05,2026-06-20,,shipped
9282,33,10,84,2026-05-21,2026-05-29,2026-05-27,received
9283,2,7,288,2025-12-12,2025-12-30,2026-01-06,received
9284,15,6,119,2026-06-27,2026-07-09,,pending
9285,37,5,153,2025-08-21,2025-09-03,2025-09-10,received
9286,16,4,191,2024-03-09,2024-03-30,2024-04-05,received
9287,88,7,149,2025-08-04,2025-08-23,,pending
9288,56,9,111,2025-11-14,2025-11-28,2025-12-02,received
9289,34,9,195,2023-05-30,2023-06-04,2023-06-12,received
9290,91,10,61,2025-06-05,2025-06-23,2025-07-03,received
9291,39,10,17,2023-03-17,2023-03-30,2023-04-04,received
9292,98,8,26,2025-11-20,2025-12-10,2025-12-16,received
9293,82,5,184,2025-04-15,2025-04-30,2025-05-03,received
9294,56,2,169,2025-07-26,2025-08-16,2025-08-14,received
9295,76,4,50,2025-03-10,2025-03-19,2025-03-26,received
9296,47,3,239,2023-12-26,2024-01-04,2024-01-11,received
9297,24,9,224,2025-05-21,2025-05-26,,shipped
9298,85,7,200,2024-08-17,2024-09-01,2024-09-02,received
9299,72,9,135,2025-09-14,2025-09-24,,shipped
9300,87,1,259,2026-01-19,2026-01-28,,cancelled
9301,16,9,196,2025-02-10,2025-02-15,2025-02-20,received
9302,97,9,2,2024-02-03,2024-02-13,2024-02-16,received
9303,63,4,117,2024-03-21,2024-04-02,2024-04-03,received
9304,84,3,216,2026-04-11,2026-04-22,,shipped
9305,66,4,16,2024-09-02,2024-09-19,,pending
9306,46,8,160,2025-12-13,2026-01-03,2026-01-01,received
9307,76,8,89,2023-05-28,2023-06-09,,pending
9308,99,3,28,2024-05-16,2024-06-03,2024-06-01,received
9309,24,4,27,2026-01-13,2026-02-02,2026-02-01,received
9310,28,8,20,2026-03-26,2026-04-07,2026-04-14,received
9311,67,7,272,2023-11-18,2023-11-29,2023-11-28,received
9312,16,3,249,2023-05-24,2023-06-09,2023-06-12,received
9313,96,2,42,2025-12-20,2026-01-02,2026-01-10,received
9314,85,7,32,2024-02-26,2024-03-11,2024-03-13,received
9315,35,7,216,2023-02-13,2023-02-21,2023-02-24,received
9316,15,2,33,2024-07-05,2024-07-24,2024-07-31,received
9317,61,4,235,2025-03-26,2025-04-05,2025-04-10,received
9318,7,2,65,2026-03-04,2026-03-21,,cancelled
9319,24,3,256,2025-05-20,2025-06-02,2025-06-06,received
9320,86,1,225,2023-11-12,2023-11-23,,shipped
9321,88,9,31,2023-10-28,2023-11-03,2023-11-06,received
9322,81,10,147,2023-12-12,2023-12-27,,shipped
9323,66,2,9,2023-08-17,2023-08-24,2023-09-01,received
9324,76,10,36,2025-11-07,2025-11-21,2025-11-26,received
9325,55,9,275,2025-08-15,2025-09-04,2025-09-11,received
9326,2,1,136,2026-05-17,2026-05-30,,cancelled
9327,12,8,122,2025-07-31,2025-08-13,2025-08-11,received
9328,67,2,39,2024-08-14,2024-08-29,2024-08-31,received
9329,55,10,260,2024-12-24,2025-01-02,2025-01-03,received
9330,76,7,202,2024-12-12,2024-12-26,2025-01-01,received
9331,46,8,12,2025-10-11,2025-10-31,2025-10-31,received
9332,51,1,53,2026-06-10,2026-06-24,2026-07-02,received
9333,45,5,216,2023-08-02,2023-08-17,,shipped
9334,28,8,219,2024-06-03,2024-06-19,2024-06-17,received
9335,37,3,202,2024-09-14,2024-10-02,2024-10-01,received
9336,40,5,259,2024-07-08,2024-07-13,,pending
9337,1,7,35,2023-04-17,2023-05-04,2023-05-11,received
9338,7,3,142,2026-02-16,2026-03-02,2026-02-28,received
9339,33,5,250,2025-05-01,2025-05-18,2025-05-25,received
9340,74,4,296,2025-05-31,2025-06-19,,pending
9341,64,8,204,2024-09-25,2024-10-11,2024-10-09,received
9342,21,3,270,2023-01-17,2023-01-23,2023-02-01,received
9343,62,5,112,2023-05-10,2023-05-21,2023-05-30,received
9344,6,10,88,2023-03-21,2023-04-09,2023-04-19,received
9345,45,5,114,2024-07-20,2024-08-05,2024-08-10,received
9346,93,6,106,2024-09-16,2024-09-24,2024-10-04,received
9347,67,3,247,2024-10-16,2024-10-28,2024-10-30,received
9348,64,6,101,2023-10-13,2023-10-24,2023-10-29,received
9349,71,8,83,2025-11-26,2025-12-14,,shipped
9350,32,9,210,2023-11-08,2023-11-23,2023-12-01,received
9351,88,6,31,2025-01-23,2025-02-08,2025-02-14,received
9352,28,7,129,2025-05-24,2025-06-12,,cancelled
9353,65,10,17,2024-03-09,2024-03-29,2024-03-27,received
9354,32,8,171,2024-04-11,2024-04-18,2024-04-28,received
9355,38,7,155,2025-01-22,2025-02-08,2025-02-18,received
9356,93,10,167,2024-05-19,2024-06-01,2024-06-08,received
9357,98,3,17,2024-03-04,2024-03-21,,shipped
9358,53,7,273,2024-07-25,2024-08-08,2024-08-12,received
9359,91,5,215,2023-01-29,2023-02-15,,pending
9360,35,10,118,2025-01-21,2025-02-06,2025-02-14,received
9361,57,6,3,2023-03-16,2023-04-06,2023-04-15,received
9362,38,7,258,2023-08-10,2023-08-20,2023-08-29,received
9363,27,4,134,2025-02-15,2025-03-08,2025-03-17,received
9364,74,6,120,2025-07-17,2025-08-02,2025-08-07,received
9365,80,5,258,2023-05-20,2023-06-04,,cancelled
9366,77,10,77,2025-03-18,2025-04-05,,cancelled
9367,67,7,142,2026-06-04,2026-06-11,,shipped
9368,78,3,291,2024-02-06,2024-02-27,2024-03-02,received
9369,42,2,209,2023-08-21,2023-09-05,,shipped
9370,45,7,257,2023-05-07,2023-05-21,,cancelled
9371,48,7,280,2024-12-18,2025-01-02,,cancelled
9372,32,8,28,2025-06-08,2025-06-27,2025-07-03,received
9373,23,9,169,2026-02-08,2026-02-16,2026-02-26,received
9374,13,2,113,2025-08-07,2025-08-22,2025-08-27,received
9375,37,4,107,2025-11-18,2025-12-04,2025-12-08,received
9376,98,1,67,2026-04-18,2026-05-07,2026-05-16,received
9377,98,8,179,2023-09-20,2023-10-10,2023-10-13,received
