inventory_id,product_id,warehouse_id,quantity_on_hand,quantity_reserved
14159,2590,7,1176,63
14160,2590,6,1533,117
14161,2590,5,424,127
14162,2591,9,1717,95
14163,2591,2,1595,30
14164,2591,7,512,96
14165,2591,10,645,47
14166,2591,1,1329,37
14167,2591,3,1637,76
14168,2591,8,1124,72
14169,2591,5,12,1
14170,2591,6,1026,6
14171,2592,7,1719,104
14172,2592,3,757,56
14173,2592,2,1444,84
14174,2592,1,975,114
14175,2592,6,212,185
14176,2592,4,802,63
14177,2593,8,968,144
14178,2593,10,508,195
14179,2593,9,558,185
14180,2593,5,1698,75
14181,2593,7,1138,152
14182,2594,4,1437,80
14183,2594,7,70,52
14184,2594,10,1947,49
14185,2595,10,1446,35
14186,2596,6,1661,188
14187,2596,8,1916,21
14188,2596,7,909,31
14189,2596,1,714,96
14190,2596,9,1057,147
14191,2596,10,29,26
14192,2596,4,684,0
14193,2596,2,1929,184
14194,2597,2,1738,48
14195,2597,1,877,40
14196,2597,7,1110,79
14197,2597,5,1426,73
14198,2597,10,254,37
14199,2597,9,83,83
14200,2597,6,43,3
14201,2598,10,1512,97
14202,2598,5,289,189
14203,2598,8,406,59
14204,2598,4,213,5
14205,2598,9,1434,154
14206,2598,2,273,142
14207,2598,1,1930,116
14208,2599,7,423,114
14209,2599,4,1624,132
14210,2599,9,970,134
14211,2600,8,1356,31
14212,2601,4,1639,142
14213,2601,8,934,135
14214,2601,9,1487,193
14215,2602,2,688,190
14216,2602,7,1626,54
14217,2603,4,1826,115
14218,2604,7,869,12
14219,2604,1,1480,118
14220,2605,4,339,181
14221,2606,5,1436,71
14222,2606,4,1506,114
14223,2607,4,1790,7
14224,2607,1,332,129
14225,2607,2,444,114
14226,2607,10,1748,112
14227,2607,6,675,17
14228,2607,5,614,180
14229,2607,7,284,58
14230,2607,3,1821,98
14231,2608,5,1142,194
14232,2608,2,698,29
14233,2608,6,69,69
14234,2608,8,535,84
14235,2608,10,147,64
14236,2608,9,947,195
14237,2608,7,1706,82
14238,2608,1,1417,173
14239,2608,3,1092,131
14240,2609,2,1228,109
14241,2609,7,273,48
14242,2609,4,126,16
14243,2609,5,1741,141
14244,2609,8,1622,167
14245,2609,9,1799,160
14246,2609,1,1599,135
14247,2609,6,318,81
14248,2609,10,267,50
14249,2610,6,116,95
14250,2610,1,400,74
14251,2610,7,966,155
14252,2610,2,1986,121
14253,2610,9,984,175
14254,2610,10,1109,132
14255,2610,3,635,188
14256,2610,8,1645,64
14257,2611,4,1116,83
14258,2611,8,253,124
14259,2611,2,101,83
14260,2611,1,1791,60
14261,2611,3,1933,123
14262,2611,5,1554,142
14263,2612,4,972,174
14264,2612,2,549,32
14265,2612,10,568,87
14266,2612,8,553,160
14267,2612,1,178,78
14268,2612,3,52,0
14269,2612,6,1114,170
14270,2612,5,1000,179
14271,2613,4,740,130
14272,2614,1,487,141
14273,2614,9,1419,102
14274,2614,7,1289,20
14275,2614,10,1126,38
14276,2614,5,1140,11
14277,2615,9,585,116
14278,2615,5,1562,92
14279,2615,1,711,153
14280,2616,1,443,30
14281,2616,8,686,76
14282,2616,10,1402,109
14283,2616,4,1655,47
14284,2616,5,1775,60
14285,2616,2,470,59
14286,2617,6,592,39
14287,2617,9,1855,162
14288,2617,1,1097,65
14289,2617,5,935,86
14290,2617,4,1112,128
14291,2617,10,1583,100
14292,2618,8,1784,172
14293,2618,1,1420,200
14294,2618,9,866,59
14295,2618,5,675,13
14296,2618,10,549,98
14297,2618,7,1487,131
14298,2618,6,1848,52
14299,2619,9,519,194
14300,2619,3,1174,167
14301,2619,4,443,146
14302,2620,4,409,152
14303,2620,10,130,107
14304,2620,5,252,156
14305,2620,2,89,49
14306,2620,8,520,186
14307,2620,9,1438,100
14308,2621,1,1111,192
14309,2621,4,1096,190
14310,2621,10,684,181
14311,2621,9,1328,82
14312,2621,5,972,40
14313,2621,8,1605,109
14314,2621,2,518,150
14315,2621,7,464,141
14316,2621,3,1384,108
14317,2622,5,1501,10
14318,2622,8,440,136
14319,2623,4,554,92
14320,2623,9,217,143
14321,2623,2,1299,200
14322,2623,5,940,12
14323,2624,7,1482,142
14324,2624,1,94,72
14325,2624,5,568,164
14326,2624,2,495,53
14327,2624,9,8,4
14328,2624,4,619,19
14329,2624,3,457,62
14330,2624,10,387,91
14331,2624,6,557,153
14332,2625,9,1185,200
14333,2625,8,1611,59
14334,2625,7,1500,158
14335,2625,5,42,40
14336,2625,10,1598,159
14337,2625,1,1749,167
14338,2625,6,1790,83
14339,2625,4,524,81
14340,2625,3,1491,140
14341,2626,1,1602,87
14342,2626,4,324,34
14343,2626,10,1306,112
14344,2626,8,1268,195
14345,2626,9,1399,14
14346,2627,6,280,72
14347,2627,8,1437,81
14348,2627,4,1529,0
14349,2627,9,728,58
14350,2627,3,382,188
14351,2627,1,206,120
14352,2627,10,51,30
14353,2628,6,29,4
14354,2628,5,631,90
14355,2628,3,313,64
14356,2628,2,1717,184
14357,2628,7,1370,170
14358,2628,9,1269,192
14359,2628,1,844,135
14360,2629,7,1910,52
14361,2629,8,1851,183
14362,2629,6,6,5
14363,2629,5,1612,154
14364,2629,3,1532,97
14365,2629,2,1370,21
14366,2629,1,1630,147
14367,2629,10,1945,150
14368,2629,9,695,161
14369,2630,6,630,67
14370,2630,4,1163,85
14371,2630,2,1001,87
14372,2630,8,800,17
14373,2630,9,185,58
14374,2630,10,537,151
14375,2630,5,634,57
14376,2631,8,1275,141
14377,2631,10,1197,136
14378,2631,9,760,87
14379,2631,2,562,132
14380,2631,4,601,121
14381,2631,1,1123,60
14382,2632,10,428,52
14383,2632,7,236,123
14384,2632,8,763,61
14385,2632,2,411,62
14386,2632,6,1413,91
14387,2632,1,549,152
14388,2632,5,714,142
14389,2633,9,1664,182
14390,2633,2,1469,43
14391,2633,8,1689,106
14392,2633,3,1260,141
14393,2633,5,1514,140
14394,2633,10,595,45
14395,2633,4,1076,120
14396,2633,6,944,182
14397,2634,7,176,105
14398,2634,9,1056,141
14399,2634,4,1572,18
14400,2634,8,320,105
14401,2635,6,826,182
14402,2636,6,557,171
14403,2637,4,427,147
14404,2637,1,63,2
14405,2637,9,854,93
14406,2637,6,1544,128
14407,2637,2,1501,173
14408,2637,8,632,7
14409,2637,3,1881,174
14410,2637,7,672,84
14411,2637,10,1323,110
14412,2637,5,12,0
14413,2638,1,970,147
14414,2638,3,1300,42
14415,2638,2,809,37
14416,2638,4,1549,165
14417,2638,5,1114,29
14418,2638,8,468,92
14419,2639,5,233,122
14420,2639,9,885,17
14421,2639,2,1592,94
14422,2639,7,185,39
14423,2639,6,69,49
14424,2639,10,1752,99
14425,2639,8,260,8
14426,2639,3,667,82
14427,2639,4,1631,153
14428,2639,1,128,27
14429,2640,3,587,187
14430,2640,4,1481,17
14431,2640,6,1612,120
14432,2640,2,220,149
14433,2640,1,1788,153
14434,2640,7,233,147
14435,2640,10,518,59
14436,2640,8,1581,119
14437,2640,5,1988,50
14438,2640,9,1899,174
14439,2641,9,1532,196
14440,2641,8,1191,148
14441,2641,10,1597,192
14442,2641,2,684,9
14443,2641,1,1061,188
14444,2641,3,1812,138
14445,2641,6,112,1
14446,2641,5,375,155
14447,2641,4,916,34
14448,2641,7,709,153
14449,2642,10,1117,170
14450,2642,7,1838,50
14451,2643,3,1913,98
14452,2643,10,591,175
14453,2643,1,1997,67
14454,2643,6,1809,179
14455,2643,7,464,199
14456,2643,5,1788,130
14457,2643,9,1974,7
14458,2643,2,1352,113
14459,2643,8,1025,75
14460,2644,7,1415,45
14461,2644,2,574,86
14462,2644,6,263,80
14463,2644,3,672,103
14464,2645,8,1636,88
14465,2646,4,1060,130
14466,2646,2,483,13
14467,2646,10,1173,89
14468,2646,5,36,15
14469,2646,6,965,10
14470,2646,9,232,137
14471,2646,3,1849,6
14472,2646,8,1259,99
14473,2647,7,863,102
14474,2647,6,1920,151
14475,2647,4,380,185
14476,2647,2,624,187
14477,2647,3,1173,109
14478,2647,8,8,4
14479,2647,1,118,41
14480,2647,9,939,25
14481,2647,5,1523,172
14482,2647,10,967,9
14483,2648,8,491,185
14484,2648,10,8,3
14485,2648,9,967,154
14486,2648,1,1802,53
14487,2648,4,1747,64
14488,2648,2,215,48
14489,2648,6,920,33
14490,2648,3,550,128
14491,2648,7,1953,93
14492,2649,10,110,45
14493,2649,8,20,9
14494,2649,3,1011,159
14495,2649,7,1603,132
14496,2649,4,1671,139
14497,2649,5,423,140
14498,2649,6,772,78
14499,2650,5,1090,160
14500,2650,8,386,164
14501,2650,4,1683,193
14502,2650,9,377,173
14503,2650,2,961,108
14504,2650,1,641,45
14505,2651,5,357,29
14506,2651,1,1205,177
14507,2651,3,827,17
14508,2651,7,673,97
14509,2651,8,2,0
14510,2651,2,22,0
14511,2652,5,72,58
14512,2652,2,1273,146
14513,2652,9,334,77
14514,2652,8,1671,91
14515,2653,9,1518,169
14516,2653,4,1600,135
14517,2653,5,1639,191
14518,2653,8,837,3
14519,2653,10,1091,41
14520,2653,7,530,80
14521,2653,3,1522,0
14522,2653,6,611,128
14523,2653,1,821,26
14524,2653,2,1184,199
14525,2654,4,228,19
14526,2654,10,1203,90
14527,2654,5,721,126
14528,2654,2,1182,57
14529,2654,1,685,182
14530,2654,6,724,7
14531,2654,3,954,78
14532,2655,9,1474,77
14533,2655,5,117,93
14534,2655,6,839,76
14535,2655,10,1108,67
14536,2655,2,881,106
14537,2655,1,1901,119
14538,2655,7,1560,83
14539,2655,8,407,19
14540,2655,3,1795,197
14541,2655,4,1946,71
14542,2656,5,1604,128
14543,2656,7,1006,190
14544,2656,1,1300,67
14545,2656,3,1852,74
14546,2656,8,1041,65
14547,2656,6,1522,53
14548,2656,10,1911,106
14549,2656,4,490,83
14550,2656,9,1689,70
14551,2656,2,1647,11
14552,2657,6,1085,184
14553,2657,1,1087,188
14554,2658,7,864,83
14555,2658,8,1003,27
14556,2658,2,1292,13
14557,2658,1,1276,143
14558,2658,6,574,151
14559,2659,4,4,0
14560,2659,2,346,188
14561,2659,5,234,54
14562,2659,9,1802,164
14563,2660,2,1824,47
14564,2660,7,1281,177
14565,2660,1,1668,158
14566,2660,5,1986,20
14567,2660,6,11,11
14568,2660,10,634,124
14569,2660,8,1124,61
14570,2660,3,101,56
14571,2660,9,1834,146
14572,2661,5,585,182
14573,2661,9,191,66
14574,2661,2,1097,75
14575,2661,1,1143,109
14576,2662,4,1687,166
14577,2662,8,549,0
14578,2662,3,79,70
14579,2662,1,1469,65
14580,2662,6,1320,65
14581,2662,7,1910,52
14582,2663,6,85,66
14583,2663,3,1428,168
14584,2663,8,1333,127
14585,2663,7,431,172
14586,2663,4,481,186
14587,2663,1,1291,108
14588,2663,10,303,78
14589,2663,2,681,53
14590,2664,7,813,34
14591,2664,10,350,86
14592,2664,4,1097,123
14593,2664,5,1557,105
14594,2664,1,328,84
14595,2664,2,1880,45
14596,2664,8,149,137
14597,2664,6,757,88
14598,2665,6,1787,26
14599,2665,2,1087,181
14600,2665,3,1178,167
14601,2665,7,1886,67
14602,2666,10,453,135
14603,2666,5,108,74
14604,2666,2,1955,151
14605,2666,1,1352,62
14606,2666,8,129,73
14607,2666,7,51,51
14608,2666,6,1907,1
14609,2666,4,1292,148
14610,2667,1,205,152
14611,2667,8,234,48
14612,2667,7,662,105
14613,2667,3,1761,74
14614,2667,9,1424,15
14615,2667,6,592,145
14616,2667,4,15,7
14617,2667,5,526,12
14618,2667,2,105,30
14619,2668,6,1522,8
14620,2668,7,1512,10
14621,2668,4,667,182
14622,2668,8,1477,145
14623,2669,10,1558,88
14624,2669,7,680,44
14625,2669,4,599,32
14626,2670,9,377,93
14627,2670,7,840,178
14628,2670,2,837,108
14629,2670,6,1249,172
14630,2670,3,368,104
14631,2670,8,1267,161
14632,2670,10,720,75
14633,2671,1,1482,24
14634,2671,3,314,173
14635,2671,5,1518,139
14636,2671,10,862,7
14637,2671,8,1819,109
14638,2672,7,359,51
14639,2672,6,95,51
14640,2672,1,561,169
14641,2672,8,1341,18
14642,2672,3,1873,139
14643,2673,8,436,121
14644,2673,6,832,25
14645,2673,7,966,169
14646,2674,6,1279,8
14647,2674,8,1212,73
14648,2674,5,1483,101
14649,2674,3,1703,101
14650,2674,1,296,181
14651,2674,10,1206,4
14652,2674,4,1517,197
14653,2674,7,588,99
14654,2674,2,1721,88
14655,2675,8,1762,94
14656,2676,6,991,66
14657,2676,2,1793,46
14658,2676,3,1083,18
14659,2676,8,1423,177
14660,2676,5,1618,86
14661,2676,7,78,15
14662,2676,9,1082,19
14663,2676,4,1441,10
14664,2677,7,1943,187
14665,2677,10,486,108
14666,2677,5,44,44
14667,2677,1,1701,38
14668,2677,2,1063,66
14669,2677,3,1574,111
14670,2678,6,1549,36
14671,2678,3,506,10
14672,2678,2,884,50
14673,2678,5,1241,174
14674,2678,1,116,28
14675,2678,10,250,21
14676,2678,4,439,174
14677,2678,9,351,46
14678,2679,2,1035,165
14679,2679,1,1515,143
14680,2679,4,1735,17
14681,2679,8,1976,182
14682,2679,3,437,61
14683,2679,6,51,33
14684,2679,10,1022,114
14685,2679,9,369,199
14686,2680,10,1558,82
14687,2680,8,4,4
14688,2680,3,311,58
14689,2680,9,1,0
14690,2680,1,416,1
14691,2680,7,1435,159
14692,2680,5,1445,190
14693,2680,6,1705,66
14694,2680,2,1101,97
14695,2680,4,184,58
14696,2681,9,1227,82
14697,2681,3,1620,86
14698,2681,6,1670,56
14699,2681,5,1300,80
14700,2681,8,30,21
14701,2682,4,1510,10
14702,2682,9,1478,4
14703,2682,2,1878,199
14704,2682,10,1714,46
14705,2682,6,1218,142
14706,2683,1,726,59
14707,2683,8,705,157
14708,2683,3,1007,145
14709,2683,2,1121,60
14710,2683,9,787,116
14711,2684,5,992,104
14712,2685,5,846,142
14713,2685,4,1436,100
14714,2685,6,824,198
14715,2686,10,1444,118
14716,2686,6,1303,137
14717,2686,2,1400,137
14718,2686,3,1430,58
14719,2686,1,402,191
14720,2686,7,294,17
14721,2686,4,1313,113
14722,2686,9,267,131
14723,2686,5,1290,194
14724,2686,8,1761,109
14725,2687,10,140,117
14726,2687,6,1689,148
14727,2687,3,757,93
14728,2687,2,1856,185
14729,2687,8,1426,165
14730,2688,10,278,84
14731,2688,1,1805,14
14732,2688,6,1133,43
14733,2689,8,1275,180
14734,2689,5,485,44
14735,2689,1,18,16
14736,2689,7,1895,164
14737,2689,2,1922,188
14738,2689,4,510,162
14739,2689,3,222,77
14740,2689,10,1265,7
14741,2689,6,543,56
14742,2690,4,159,33
14743,2691,2,528,75
14744,2691,3,781,113
14745,2691,10,1469,58
14746,2691,4,200,94
14747,2692,4,1295,28
14748,2692,2,830,75
14749,2692,3,213,152
14750,2692,6,1731,77
14751,2692,7,974,26
14752,2692,5,1374,54
14753,2692,9,634,145
14754,2692,10,741,188
14755,2692,1,1270,4
14756,2692,8,1506,118
14757,2693,2,1879,144
14758,2693,9,1785,64
14759,2693,4,996,178
14760,2693,8,1559,68
14761,2693,3,50,20
14762,2693,1,273,133
14763,2693,6,821,81
14764,2693,7,906,11
14765,2693,10,1990,197
14766,2693,5,1902,198
14767,2694,9,1366,185
14768,2694,4,1619,125
14769,2694,2,349,51
14770,2694,5,147,31
14771,2694,3,1195,66
14772,2694,7,1400,100
14773,2694,10,1043,191
14774,2695,2,1067,23
14775,2695,4,311,119
14776,2695,5,1665,167
14777,2696,10,121,70
14778,2696,9,129,124
14779,2696,8,573,7
14780,2696,3,1820,68
14781,2696,2,213,94
14782,2696,1,1754,29
14783,2696,4,814,1
14784,2696,6,1222,163
14785,2696,5,646,40
14786,2696,7,1763,34
14787,2697,6,162,5
14788,2697,5,1391,175
14789,2697,3,1486,119
14790,2697,9,913,101
14791,2697,1,1238,118
14792,2697,4,337,66
14793,2697,7,417,1
14794,2697,10,552,118
14795,2698,1,1805,2
14796,2698,9,1006,95
14797,2698,6,1779,0
14798,2698,5,1518,9
14799,2698,8,809,90
14800,2698,2,736,49
14801,2699,1,1781,94
14802,2699,6,1336,134
14803,2700,6,1646,77
14804,2700,7,827,4
14805,2700,3,71,7
14806,2701,4,1340,186
14807,2701,9,1525,196
14808,2702,6,836,17
14809,2702,3,1500,7
14810,2702,9,839,155
14811,2702,1,1181,160
14812,2702,7,948,24
14813,2702,8,1550,78
14814,2702,4,1405,69
14815,2702,10,261,75
14816,2702,5,1481,186
14817,2703,7,1142,145
14818,2703,1,414,62
14819,2703,4,1070,24
14820,2703,2,1703,80
14821,2703,6,1999,140
14822,2703,9,317,133
14823,2703,5,1036,133
14824,2703,3,946,168
14825,2704,9,1968,2
14826,2704,5,447,116
14827,2704,4,413,30
14828,2704,6,1137,119
14829,2704,7,164,127
14830,2704,2,371,123
14831,2704,3,897,153
14832,2704,10,418,198
14833,2705,8,568,24
14834,2705,7,1199,33
14835,2705,9,1485,123
14836,2705,6,910,12
14837,2705,1,667,104
14838,2705,2,463,39
14839,2705,4,537,196
14840,2706,4,1518,77
14841,2706,8,482,161
14842,2706,3,1856,102
14843,2706,2,1356,92
14844,2706,5,481,130
14845,2706,6,61,54
14846,2707,10,117,104
14847,2707,1,751,184
14848,2707,9,1120,45
14849,2707,2,962,130
14850,2707,3,306,47
14851,2707,8,118,72
14852,2707,5,1771,4
14853,2708,5,977,187
14854,2708,1,1938,152
14855,2709,2,741,176
14856,2709,8,1546,152
14857,2709,10,1188,70
14858,2710,4,1125,19
14859,2710,3,104,84
14860,2710,5,327,114
14861,2710,2,1720,138
14862,2710,1,1830,80
14863,2710,7,1412,134
14864,2710,6,58,21
14865,2710,10,1788,166
14866,2710,9,573,198
14867,2711,8,1464,92
14868,2711,10,1224,99
14869,2711,7,894,131
14870,2711,6,198,196
14871,2711,3,365,25
14872,2711,2,62,59
14873,2712,9,603,191
14874,2712,5,1345,19
14875,2712,1,1287,116
14876,2712,4,895,117
14877,2712,7,583,190
14878,2713,8,50,36
14879,2713,1,1326,174
14880,2714,3,1691,116
14881,2714,10,70,49
14882,2714,2,1268,9
14883,2714,5,195,77
14884,2714,6,214,49
14885,2715,1,965,172
14886,2715,8,478,6
14887,2716,9,312,122
14888,2716,4,1316,192
14889,2716,2,723,184
14890,2716,3,130,14
14891,2716,1,996,75
14892,2716,7,223,101
14893,2717,6,742,100
14894,2717,3,73,57
14895,2717,7,1727,67
14896,2717,1,956,36
14897,2717,9,1485,58
14898,2717,2,826,4
14899,2717,8,1393,96
14900,2718,5,753,44
14901,2718,8,229,34
14902,2718,10,601,129
14903,2718,9,1193,36
14904,2718,4,1520,47
14905,2718,7,1282,188
14906,2718,1,1884,196
14907,2718,2,1797,141
14908,2718,6,1661,194
14909,2719,1,985,42
14910,2719,4,1312,108
14911,2719,6,1479,130
14912,2719,10,1650,106
14913,2720,6,1728,84
14914,2720,10,1489,78
14915,2721,9,617,104
14916,2722,7,1658,30
14917,2722,3,97,23
14918,2722,5,72,5
14919,2722,9,417,198
14920,2722,8,866,176
14921,2723,4,1457,24
14922,2723,2,1667,39
14923,2723,10,95,10
14924,2723,1,1304,147
14925,2723,7,373,178
14926,2723,3,1175,112
14927,2723,8,492,170
14928,2723,9,578,149
14929,2723,6,1315,115
14930,2724,1,1067,187
14931,2724,10,83,14
14932,2724,3,748,171
14933,2724,9,768,29
14934,2724,7,1459,171
14935,2724,8,1847,141
14936,2724,4,782,190
14937,2724,2,976,8
14938,2725,8,859,135
14939,2726,2,1817,161
14940,2726,9,561,128
14941,2726,5,297,199
14942,2726,8,846,187
14943,2726,6,1029,97
14944,2726,3,846,198
14945,2726,1,49,25
14946,2726,4,955,82
14947,2726,7,1953,26
14948,2726,10,719,133
14949,2727,9,1621,126
14950,2727,4,21,19
14951,2727,5,1109,122
14952,2727,2,177,52
14953,2727,6,113,52
14954,2727,1,685,111
14955,2727,10,699,30
14956,2727,7,1364,97
14957,2728,8,635,96
14958,2728,7,1213,120
14959,2728,10,1157,160
14960,2728,9,383,47
14961,2729,10,1593,179
14962,2730,4,551,88
14963,2730,5,1454,130
14964,2730,8,855,16
14965,2730,2,311,140
14966,2730,7,441,169
14967,2730,3,81,2
14968,2730,6,1465,142
14969,2730,9,1087,139
14970,2730,10,579,107
14971,2731,9,1258,69
14972,2731,2,1618,74
14973,2731,1,1219,147
14974,2731,3,1805,11
14975,2731,10,332,35
14976,2732,3,873,3
14977,2732,1,743,117
14978,2732,4,1906,21
14979,2733,10,1785,145
14980,2733,7,1756,33
14981,2734,10,1267,199
14982,2734,7,1972,80
14983,2734,6,1494,172
14984,2734,9,1534,184
14985,2734,4,567,157
14986,2734,5,1326,109
14987,2734,1,1898,130
14988,2734,3,98,82
14989,2734,8,826,150
14990,2735,7,820,165
14991,2735,9,1506,37
14992,2735,6,802,197
14993,2735,2,1418,152
14994,2735,3,1360,179
14995,2735,5,1451,128
14996,2736,1,1879,51
14997,2736,9,1433,147
14998,2736,4,774,96
14999,2736,6,263,167
15000,2736,8,1102,106
15001,2736,2,470,26
15002,2736,3,428,40
15003,2736,10,856,9
15004,2736,7,1863,9
15005,2737,4,1994,146
15006,2737,6,1663,197
15007,2737,1,1976,110
15008,2737,2,1099,91
15009,2738,10,269,147
15010,2738,6,1642,164
15011,2738,9,982,79
15012,2738,8,80,36
15013,2738,5,28,9
15014,2738,7,34,10
15015,2738,4,1376,50
15016,2738,3,418,53
15017,2738,1,563,24
15018,2738,2,142,61
15019,2739,10,963,40
15020,2739,6,918,38
15021,2739,9,973,167
15022,2739,5,1314,164
15023,2740,8,156,9
15024,2740,5,520,178
15025,2740,9,171,73
15026,2741,10,1162,176
15027,2741,9,124,77
15028,2741,3,195,33
15029,2741,5,1640,131
15030,2741,2,608,147
15031,2741,4,865,106
15032,2742,8,845,33
15033,2742,6,1004,37
15034,2742,4,1952,100
15035,2742,2,325,7
15036,2743,5,167,40
15037,2743,4,172,158
15038,2743,10,1893,51
15039,2743,9,1444,150
15040,2743,2,934,108
15041,2743,1,1793,21
15042,2744,4,181,124
15043,2744,3,87,25
15044,2744,6,240,114
15045,2745,1,1194,63
15046,2745,8,490,97
15047,2745,2,1955,99
15048,2745,9,286,162
15049,2745,5,1233,88
15050,2745,7,1467,136
15051,2745,10,1184,164
15052,2746,9,259,119
15053,2746,8,1445,135
15054,2746,7,21,6
15055,2747,1,842,27
15056,2747,3,104,16
15057,2747,4,302,108
15058,2747,5,1351,161
15059,2747,6,1863,133
15060,2747,8,252,200
15061,2748,5,1476,183
15062,2748,7,1457,182
15063,2748,6,761,196
15064,2748,1,1483,35
15065,2748,4,98,70
15066,2748,8,1551,6
15067,2748,3,987,121
15068,2749,7,1501,158
15069,2749,5,884,80
15070,2749,4,503,136
15071,2749,3,1742,162
15072,2749,2,761,90
15073,2749,1,1151,182
15074,2749,8,1899,72
15075,2749,9,539,166
15076,2750,3,1462,59
15077,2751,1,156,61
15078,2751,5,570,177
15079,2751,2,1008,83
15080,2751,10,802,26
15081,2751,7,143,0
15082,2751,6,1829,90
15083,2751,9,701,142
15084,2751,3,475,150
15085,2751,4,208,38
15086,2751,8,406,90
15087,2752,2,818,97
15088,2752,8,34,3
15089,2752,9,300,33
15090,2752,1,1516,25
15091,2752,4,1103,124
15092,2752,5,1675,74
15093,2753,9,529,45
15094,2753,1,1464,106
15095,2753,8,1962,150
15096,2754,4,85,41
15097,2755,1,384,140
15098,2755,2,1805,58
15099,2755,4,189,174
15100,2755,9,1874,0
15101,2755,7,1025,81
15102,2755,5,103,19
15103,2755,8,173,130
15104,2756,9,1423,156
15105,2756,2,1061,24
15106,2757,8,538,7
15107,2757,1,1160,28
15108,2757,2,1202,20
15109,2757,10,985,75
15110,2757,7,804,65
15111,2757,9,1912,116
15112,2758,1,1573,133
15113,2758,9,1097,84
15114,2758,2,1,0
15115,2759,2,240,149
15116,2759,8,1381,45
15117,2759,3,1372,24
15118,2759,7,1009,34
15119,2760,5,1757,120
15120,2760,8,654,20
15121,2760,9,1707,96
15122,2761,6,1297,168
15123,2761,2,610,79
15124,2761,9,723,132
15125,2761,3,1585,149
15126,2761,10,989,91
15127,2761,1,1961,135
15128,2761,8,1681,60
15129,2761,5,51,40
15130,2761,7,1562,36
15131,2762,10,1146,30
15132,2762,4,554,160
15133,2762,7,322,165
15134,2762,6,850,196
15135,2762,2,683,124
15136,2762,1,331,144
15137,2762,3,645,47
15138,2762,8,1708,172
15139,2763,1,1912,169
15140,2763,6,483,78
15141,2763,3,1472,47
15142,2763,9,1983,10
15143,2763,8,1040,2
15144,2763,10,1149,189
15145,2763,4,1662,115
15146,2763,2,642,104
15147,2763,5,1547,156
15148,2764,8,1837,33
15149,2764,9,1447,22
15150,2764,7,1501,4
15151,2764,2,1339,175
15152,2764,10,483,97
15153,2764,4,977,193
15154,2764,6,259,81
15155,2764,5,636,63
15156,2764,3,1585,147
15157,2765,4,495,101
15158,2765,2,807,105
15159,2765,7,1815,28
15160,2766,3,783,0
15161,2766,1,1318,22
15162,2766,6,546,98
15163,2766,2,1962,179
15164,2766,5,1270,76
15165,2766,10,924,15
15166,2766,4,687,179
15167,2767,3,1111,19
15168,2767,5,886,5
15169,2767,8,281,101
15170,2767,10,1412,128
15171,2767,1,753,100
15172,2767,4,430,192
15173,2767,6,517,50
15174,2767,2,1457,32
15175,2768,2,1695,186
15176,2768,3,1123,116
15177,2768,1,1992,47
15178,2768,10,1486,9
15179,2768,8,1662,19
15180,2768,7,834,57
15181,2768,6,78,65
15182,2768,9,475,10
15183,2768,5,478,60
15184,2769,3,307,41
15185,2769,4,935,1
15186,2769,7,1622,95
15187,2769,10,1778,104
15188,2770,2,1381,12
15189,2771,8,1387,187
15190,2771,9,578,31
15191,2771,10,1790,168
15192,2771,6,1710,160
15193,2771,1,1461,116
15194,2771,7,420,50
15195,2771,2,1418,164
15196,2772,4,1365,197
15197,2772,7,909,38
15198,2772,8,1245,123
15199,2772,6,1648,37
15200,2772,10,1608,16
15201,2773,8,1183,166
15202,2773,4,1544,79
15203,2773,7,1927,16
15204,2773,10,1989,157
15205,2774,10,1720,23
15206,2774,7,1914,146
15207,2774,4,862,27
15208,2774,2,1755,192
15209,2774,9,745,13
15210,2774,3,755,100
15211,2774,1,1046,189
15212,2774,8,11,7
15213,2775,2,391,15
15214,2775,4,656,2
15215,2775,8,1012,37
15216,2775,7,1752,147
15217,2775,10,169,25
15218,2776,6,1685,171
15219,2776,3,535,6
15220,2776,8,1214,197
15221,2776,7,1938,108
15222,2777,7,1247,184
15223,2777,2,887,62
15224,2777,1,1104,90
15225,2778,9,934,139
15226,2778,1,253,163
15227,2778,4,809,195
15228,2778,10,854,178
15229,2778,6,1797,72
15230,2778,7,1422,8
15231,2778,3,1127,143
15232,2778,5,1308,141
15233,2778,2,1652,32
15234,2779,7,56,40
15235,2779,9,1789,196
15236,2779,6,480,17
15237,2779,8,258,145
15238,2779,1,1423,153
15239,2779,3,928,126
15240,2779,5,1753,144
15241,2779,4,549,175
15242,2779,2,1896,28
15243,2780,4,919,149
15244,2780,6,1982,152
15245,2781,7,95,67
15246,2781,3,770,198
15247,2781,4,461,140
15248,2781,8,1770,89
15249,2782,5,893,159
15250,2782,8,760,15
15251,2782,1,1177,81
15252,2782,2,1865,109
15253,2782,10,23,17
15254,2782,9,637,107
15255,2782,7,1991,6
15256,2783,7,286,6
15257,2783,3,1737,6
15258,2783,1,122,71
15259,2783,4,428,185
15260,2783,2,1039,151
15261,2783,10,1381,144
15262,2783,8,495,148
15263,2783,5,735,52
15264,2784,8,609,146
15265,2784,6,1724,13
15266,2784,3,1159,42
15267,2784,4,1286,125
15268,2784,1,950,94
15269,2784,5,743,66
15270,2784,10,797,7
15271,2784,9,304,164
15272,2784,7,774,34
15273,2785,6,1048,126
15274,2785,1,906,156
15275,2786,10,1553,104
