po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
44049,12653,538,133,133,166.8
44050,12653,3231,274,274,175.59
44051,12653,4584,165,165,307.58
44052,12653,206,336,336,109.15
44053,12653,3046,412,412,443.85
44054,12654,1237,60,60,31.49
44055,12654,3534,451,451,45.84
44056,12654,3823,208,208,476.51
44057,12655,1828,123,123,329.78
44058,12656,1085,363,363,443.28
44059,12656,2885,155,155,280.64
44060,12656,30,244,244,334.44
44061,12656,2510,196,196,416.34
44062,12656,3390,80,80,438.83
44063,12657,890,348,0,228.35
44064,12657,2960,449,0,496.18
44065,12657,3165,350,0,127.8
44066,12657,2228,376,0,411.91
44067,12657,3781,59,0,414.57
44068,12658,3621,334,334,493.68
44069,12658,122,422,422,142.53
44070,12658,1876,145,145,359.26
44071,12659,2150,75,75,219.32
44072,12660,308,146,146,284.95
44073,12660,3273,93,93,414.89
44074,12661,1120,82,82,53.86
44075,12661,2902,342,342,343.21
44076,12661,2763,437,437,159.36
44077,12661,1526,499,499,453.88
44078,12661,1814,43,43,305.16
44079,12661,3014,482,482,53.59
44080,12662,2454,124,124,142.6
44081,12662,588,251,251,59.11
44082,12662,3992,50,50,291.11
44083,12662,955,36,36,295.0
44084,12663,1890,43,43,169.56
44085,12663,59,495,495,350.58
44086,12663,4384,326,326,217.82
44087,12664,4064,406,406,456.0
44088,12664,4871,115,115,205.72
44089,12664,3016,47,47,49.65
44090,12664,3426,460,460,381.89
44091,12664,3586,137,137,434.49
44092,12665,791,429,429,195.91
44093,12666,3977,45,45,31.42
44094,12666,1826,221,221,214.11
44095,12666,2292,183,183,206.75
44096,12666,195,52,52,414.72
44097,12666,1765,481,481,299.89
44098,12666,4514,309,309,263.19
44099,12667,4764,43,43,295.21
44100,12668,300,394,394,90.81
44101,12669,9,63,63,58.13
44102,12669,4390,333,333,188.2
44103,12669,1456,334,334,401.37
44104,12669,4254,353,353,378.97
44105,12670,2693,223,223,481.6
44106,12670,2835,330,330,360.97
44107,12670,3444,170,170,498.99
44108,12671,3821,493,493,291.21
44109,12671,3721,339,339,334.65
44110,12672,839,247,247,344.24
44111,12673,3691,299,299,55.26
44112,12673,3368,423,423,134.55
44113,12673,3842,361,361,285.32
44114,12673,4000,299,299,216.33
44115,12673,2612,347,347,440.34
44116,12673,2984,324,324,326.7
44117,12674,196,304,119,140.92
44118,12674,4530,293,147,322.0
44119,12674,2943,175,58,333.78
44120,12674,4901,109,71,42.82
44121,12674,854,341,143,135.66
44122,12674,1131,153,43,190.99
44123,12675,3127,283,283,140.0
44124,12675,958,195,195,197.77
44125,12676,2403,372,372,187.5
44126,12676,4786,222,222,452.12
44127,12676,1437,311,311,392.85
44128,12676,43,87,87,117.87
44129,12676,2041,217,217,332.21
44130,12677,4048,456,456,325.95
44131,12677,4650,24,24,123.93
44132,12678,3882,108,108,157.59
44133,12678,1376,395,395,64.32
44134,12678,941,387,387,433.22
44135,12678,4574,198,198,95.51
44136,12679,4287,453,453,298.71
44137,12679,1805,150,150,209.46
44138,12679,2151,397,397,400.82
44139,12680,1161,233,233,376.35
44140,12680,4002,438,438,228.96
44141,12681,1088,284,284,361.99
44142,12681,51,299,299,271.73
44143,12681,4698,446,446,36.67
44144,12681,4218,34,34,327.12
44145,12682,4229,338,338,84.77
44146,12682,742,165,165,366.5
44147,12682,1887,410,410,218.14
44148,12682,1097,428,428,404.15
44149,12683,3016,16,16,49.65
44150,12684,3117,486,486,250.75
44151,12685,2684,418,418,2.12
44152,12686,3150,306,306,469.74
44153,12687,3148,303,303,63.59
44154,12688,3428,402,402,429.92
44155,12688,2681,125,125,417.43
44156,12689,2989,363,0,26.92
44157,12689,1525,195,0,69.86
44158,12690,4866,267,267,327.48
44159,12690,4704,329,329,245.81
44160,12690,858,393,393,442.63
44161,12691,2693,279,279,481.6
44162,12691,4516,56,56,264.4
44163,12691,4186,224,224,426.42
44164,12691,565,60,60,481.35
44165,12691,4976,162,162,32.61
44166,12692,4416,288,0,121.84
44167,12692,2160,16,0,255.17
44168,12692,90,89,0,491.1
44169,12693,1337,220,220,234.34
44170,12693,762,271,271,279.21
44171,12694,2091,98,98,222.4
44172,12695,23,59,59,468.55
44173,12695,1262,499,499,310.34
44174,12695,4526,330,330,383.22
44175,12695,44,119,119,491.36
44176,12696,628,41,41,385.16
44177,12696,2393,372,372,14.41
44178,12696,1194,218,218,205.49
44179,12696,3582,292,292,192.24
44180,12696,389,355,355,421.9
44181,12697,2361,439,439,295.39
44182,12697,543,407,407,42.86
44183,12698,1130,460,460,205.38
44184,12698,358,159,159,371.8
44185,12698,1913,310,310,438.36
44186,12698,4418,399,399,368.88
44187,12699,1344,387,387,5.34
44188,12700,804,282,282,256.97
44189,12700,3550,160,160,399.89
44190,12700,1849,487,487,92.84
44191,12701,2745,166,166,376.94
44192,12701,2326,420,420,14.84
44193,12702,3655,263,263,174.5
44194,12702,1246,437,437,481.25
44195,12702,942,436,436,58.5
44196,12703,937,412,412,213.29
44197,12703,4273,161,161,415.33
44198,12703,2387,464,464,164.8
44199,12703,1358,124,124,382.52
44200,12703,4056,385,385,251.46
44201,12704,479,218,218,295.22
44202,12704,4474,262,262,158.3
44203,12704,4865,354,354,248.1
44204,12704,1499,253,253,90.7
44205,12704,3559,285,285,127.13
44206,12705,235,27,27,174.43
44207,12705,2483,35,35,44.51
44208,12705,4184,276,276,488.34
44209,12706,2821,308,308,263.73
44210,12707,3996,84,84,381.66
44211,12707,834,50,50,210.8
44212,12707,3386,239,239,268.76
44213,12707,4332,211,211,57.21
44214,12707,869,312,312,254.49
44215,12708,899,407,407,488.8
44216,12708,1813,371,371,424.99
44217,12708,2753,167,167,181.12
44218,12708,4634,442,442,249.46
44219,12709,1863,482,482,149.9
44220,12710,2514,377,0,494.77
44221,12711,861,110,110,377.9
44222,12712,3161,420,296,202.48
44223,12712,4748,130,37,356.52
44224,12712,2256,127,115,42.89
44225,12713,2047,141,141,165.39
44226,12713,4184,16,16,488.34
44227,12713,4508,268,268,449.6
44228,12713,560,346,346,184.79
44229,12713,431,16,16,495.69
44230,12713,3661,61,61,92.5
44231,12714,1550,22,22,106.3
44232,12714,3804,67,67,155.49
44233,12715,3200,188,162,435.88
44234,12716,1612,416,416,191.5
44235,12717,457,35,0,59.24
44236,12717,863,226,0,66.4
44237,12717,3063,214,0,60.58
44238,12718,2035,96,96,6.98
44239,12718,4754,485,485,447.0
44240,12718,4080,403,403,291.19
44241,12718,4189,478,478,327.83
44242,12718,1419,224,224,368.29
44243,12718,1177,117,117,182.4
44244,12719,594,300,300,373.7
44245,12719,998,47,47,294.57
44246,12720,4508,143,143,449.6
44247,12720,4133,423,423,213.9
44248,12720,1010,192,192,65.85
44249,12720,3686,422,422,445.14
44250,12720,4846,492,492,487.44
44251,12720,4070,328,328,31.82
44252,12721,2984,359,359,326.7
44253,12721,4093,478,478,169.52
44254,12721,3001,294,294,29.94
44255,12722,1602,260,0,278.92
44256,12722,1589,77,0,400.96
44257,12722,26,33,0,312.34
44258,12722,761,421,0,315.15
44259,12722,1874,28,0,66.49
44260,12723,3395,33,33,95.49
44261,12723,3566,366,366,472.21
44262,12723,4212,52,52,446.53
44263,12723,2885,147,147,280.64
44264,12724,3453,311,311,58.19
44265,12724,1755,371,371,53.24
44266,12724,822,442,442,355.88
44267,12724,620,47,47,46.73
44268,12725,2033,264,264,417.4
44269,12725,3550,127,127,399.89
44270,12725,732,436,436,300.1
44271,12726,3612,35,35,209.73
44272,12726,2252,460,460,474.26
44273,12726,3412,224,224,304.83
44274,12726,3118,174,174,337.63
44275,12726,4564,106,106,208.85
44276,12727,4482,202,0,94.87
44277,12727,3499,78,0,122.1
44278,12727,1647,346,0,45.93
44279,12727,3363,384,0,163.29
44280,12728,4433,198,198,175.82
44281,12729,3608,143,143,127.14
44282,12730,2972,227,227,382.41
44283,12730,101,337,337,52.9
44284,12731,1424,196,68,450.5
44285,12731,3847,262,54,54.21
44286,12731,527,498,370,320.75
44287,12731,428,39,15,323.73
44288,12731,2885,49,17,280.64
44289,12732,3199,170,170,87.58
44290,12733,1997,295,295,115.53
44291,12734,4694,427,427,340.98
44292,12734,3633,453,453,3.9
44293,12734,1096,58,58,360.21
44294,12734,3758,244,244,267.32
44295,12735,784,318,318,455.31
44296,12735,1498,445,445,275.23
44297,12735,2073,243,243,333.36
44298,12735,4635,427,427,54.4
44299,12736,3139,240,240,130.27
44300,12737,791,378,31,195.91
44301,12738,302,79,79,164.75
44302,12738,1914,234,234,188.18
44303,12739,2321,119,119,129.96
44304,12739,1419,483,483,368.29
44305,12740,3964,195,195,434.45
44306,12741,417,449,449,496.19
44307,12741,2912,218,218,33.89
44308,12741,3245,294,294,16.43
44309,12742,3379,278,278,34.69
44310,12742,3580,247,247,294.28
44311,12742,4638,183,183,451.13
44312,12743,2437,260,260,241.5
44313,12743,1802,435,435,31.3
44314,12743,1254,398,398,436.65
44315,12743,2606,303,303,152.17
44316,12744,1533,101,101,259.97
44317,12744,2114,224,224,48.11
44318,12744,2620,377,377,471.69
44319,12744,2622,214,214,173.12
44320,12744,1955,199,199,126.2
44321,12744,2565,307,307,15.98
44322,12745,4325,58,58,368.64
44323,12745,918,316,316,96.3
44324,12745,265,12,12,311.19
44325,12745,38,31,31,198.2
44326,12745,748,411,411,453.36
44327,12745,3896,304,304,384.93
44328,12746,4912,411,21,305.27
44329,12746,876,295,1,281.73
44330,12746,2936,329,176,343.37
44331,12746,1393,244,174,37.44
44332,12746,1479,265,83,162.78
44333,12746,1117,344,238,311.98
44334,12747,368,207,207,246.79
44335,12747,53,254,254,429.7
44336,12748,2422,162,162,256.51
44337,12748,4351,241,241,172.52
44338,12748,4049,47,47,119.3
44339,12748,3913,167,167,212.18
44340,12748,4612,269,269,136.37
44341,12748,2863,103,103,44.8
44342,12749,2988,196,196,104.15
44343,12749,2681,84,84,417.43
44344,12750,3309,500,500,160.8
44345,12750,2881,23,23,377.74
44346,12750,2408,384,384,392.26
44347,12750,2040,117,117,63.61
44348,12751,4976,144,144,32.61
44349,12751,209,165,165,196.23
44350,12751,971,20,20,342.81
44351,12751,1070,376,376,457.29
44352,12751,1275,293,293,25.86
44353,12752,4733,211,211,345.12
44354,12752,2146,375,375,77.1
44355,12752,2839,446,446,447.8
44356,12752,4214,19,19,233.42
44357,12752,3917,156,156,439.51
44358,12752,1819,228,228,389.44
44359,12753,4156,475,0,177.51
44360,12753,3802,42,0,223.87
44361,12753,4250,86,0,349.56
44362,12754,3156,74,74,75.15
44363,12754,4492,130,130,381.67
44364,12755,4972,61,61,90.44
44365,12755,1401,435,321,440.34
44366,12755,1226,209,202,214.29
44367,12755,288,357,235,161.66
44368,12755,1140,439,303,34.3
44369,12756,3086,306,306,379.63
44370,12756,3572,71,71,332.67
44371,12756,1278,378,378,336.15
44372,12757,921,27,27,341.3
44373,12757,1867,118,118,445.17
44374,12758,1899,340,340,401.77
44375,12758,4610,101,101,339.75
44376,12759,4145,333,0,209.0
44377,12759,2959,117,0,12.3
44378,12759,3674,413,0,5.55
44379,12759,2498,374,0,142.34
44380,12760,1203,298,298,70.42
44381,12760,721,454,454,373.2
44382,12760,781,254,254,135.2
44383,12760,4298,73,73,23.5
44384,12760,2929,61,61,135.79
44385,12760,2319,88,88,232.47
44386,12761,3635,385,385,182.43
44387,12761,3538,360,360,107.4
44388,12761,966,263,263,390.15
44389,12761,4183,460,460,476.1
44390,12761,1060,303,303,295.27
44391,12762,2319,328,0,232.47
44392,12762,4634,444,0,249.46
44393,12762,182,263,0,438.93
44394,12763,4189,404,404,327.83
44395,12763,1567,252,252,97.77
44396,12763,2736,138,138,327.15
44397,12763,2172,12,12,411.72
44398,12763,4161,267,267,62.16
44399,12763,4793,427,427,337.85
44400,12764,1064,148,148,393.3
44401,12764,4635,406,406,54.4
44402,12765,1246,122,122,481.25
44403,12765,2058,64,64,452.61
44404,12765,3734,290,290,288.98
44405,12765,147,180,180,92.33
44406,12766,2439,170,94,437.5
44407,12766,4136,171,57,469.9
44408,12766,2754,262,166,287.87
44409,12766,720,284,81,344.78
44410,12766,4926,44,14,465.41
44411,12766,1317,67,43,494.95
44412,12767,1161,197,197,376.35
44413,12767,3734,378,378,288.98
44414,12767,964,365,365,231.18
44415,12767,4360,217,217,172.7
44416,12767,1599,146,146,356.55
44417,12768,3449,24,24,183.82
44418,12768,1789,484,484,32.26
44419,12768,3818,177,177,372.89
44420,12768,3439,336,336,328.67
44421,12769,3712,183,183,149.9
44422,12769,4896,250,250,170.72
44423,12769,310,311,311,339.75
44424,12769,4800,50,50,51.49
44425,12769,1362,446,446,454.23
44426,12770,857,475,475,280.92
44427,12770,999,107,107,68.31
44428,12770,588,310,310,59.11
44429,12770,414,72,72,450.6
44430,12770,4698,471,471,36.67
44431,12770,4204,304,304,299.3
44432,12771,535,59,59,6.92
44433,12772,4798,205,0,254.64
44434,12772,360,48,0,151.5
44435,12772,1346,41,0,32.79
44436,12772,2668,365,0,308.25
44437,12772,749,224,0,302.58
44438,12773,3052,54,54,376.17
44439,12773,3465,416,416,116.23
44440,12773,578,98,98,173.25
44441,12773,1415,145,145,454.19
44442,12774,3265,244,244,308.63
44443,12774,1769,196,196,15.52
44444,12775,2827,362,154,365.36
44445,12775,4700,255,148,467.0
44446,12775,3948,100,17,414.13
44447,12775,3368,22,5,134.55
44448,12775,283,128,107,54.93
44449,12776,2687,211,211,308.37
44450,12776,4214,83,83,233.42
44451,12777,511,486,486,237.93
44452,12777,1298,223,223,36.45
44453,12777,2223,127,127,53.63
44454,12778,3693,495,81,185.54
44455,12778,492,293,79,192.51
44456,12778,1199,226,68,80.83
44457,12778,2387,444,408,164.8
44458,12778,3052,77,23,376.17
44459,12779,1310,448,448,278.24
44460,12779,1133,402,402,111.91
44461,12779,451,23,23,112.72
44462,12780,3199,125,125,87.58
44463,12780,4149,309,309,404.2
44464,12781,4369,18,18,102.64
44465,12781,3783,274,274,191.49
44466,12781,4146,37,37,101.1
44467,12782,229,366,366,229.93
44468,12782,4436,81,81,489.47
44469,12783,2535,325,325,30.32
44470,12783,3479,230,230,416.17
44471,12783,760,394,394,7.75
44472,12783,3187,211,211,84.46
44473,12784,3732,312,312,97.17
44474,12784,1863,452,452,149.9
44475,12784,4688,380,380,318.3
44476,12784,2672,344,344,472.11
44477,12785,2143,448,193,113.19
44478,12786,3844,296,296,311.92
44479,12786,4852,42,42,389.55
44480,12786,2264,413,413,250.9
44481,12786,4641,64,64,300.9
44482,12786,4651,33,33,162.26
44483,12787,3741,79,79,53.41
44484,12787,1055,350,350,32.44
44485,12787,4320,394,394,93.73
44486,12788,2080,231,231,227.86
44487,12788,3439,336,336,328.67
44488,12789,4704,355,355,245.81
44489,12789,2669,355,355,9.36
44490,12789,2386,267,267,213.33
44491,12789,558,98,98,272.62
44492,12789,1886,225,225,249.89
44493,12790,4489,376,376,207.25
44494,12791,430,69,0,341.12
44495,12791,383,32,0,423.23
44496,12791,4327,273,0,326.4
44497,12792,1455,306,306,427.47
44498,12792,3087,434,434,405.3
44499,12793,1738,265,265,295.0
44500,12793,1981,368,368,460.1
44501,12793,3760,34,34,181.21
44502,12794,2717,469,469,430.79
44503,12794,1058,374,374,4.61
44504,12794,776,54,54,253.26
44505,12795,4467,270,172,445.42
44506,12795,3097,345,56,201.0
44507,12796,208,358,358,439.78
44508,12797,1028,344,344,24.14
44509,12797,2486,80,80,147.28
44510,12797,2935,458,458,75.84
44511,12797,4327,283,283,326.4
44512,12797,2183,485,485,370.88
44513,12798,2144,449,449,276.93
44514,12798,4993,40,40,208.26
44515,12798,2538,462,462,177.43
44516,12798,4871,51,51,205.72
44517,12798,3433,453,453,496.4
44518,12798,4335,42,42,307.16
44519,12799,3050,420,420,302.45
44520,12799,1754,350,350,437.9
44521,12799,4597,182,182,408.86
44522,12800,4768,335,125,139.1
44523,12800,78,355,326,194.2
44524,12800,4729,355,225,368.37
44525,12800,2544,284,44,492.2
44526,12801,1793,358,358,150.11
44527,12801,2665,104,104,204.92
44528,12801,649,423,423,298.76
44529,12801,3461,259,259,117.11
44530,12801,841,131,131,102.74
44531,12801,4787,398,398,266.9
44532,12802,3986,328,0,276.2
44533,12802,599,204,0,258.69
44534,12802,674,498,0,456.83
44535,12802,3592,488,0,284.98
44536,12802,2648,419,0,342.89
44537,12803,676,110,110,76.95
44538,12803,4668,64,64,434.93
44539,12803,34,381,381,375.92
44540,12803,2799,43,43,455.3
44541,12803,3806,151,151,234.73
44542,12803,3977,414,414,31.42
44543,12804,2069,389,389,211.9
44544,12805,1157,302,302,444.31
44545,12805,4165,196,196,291.1
44546,12805,1969,219,219,354.58
44547,12805,1648,41,41,11.86
44548,12806,3768,158,0,305.53
44549,12806,4004,430,0,103.88
44550,12806,999,177,0,68.31
44551,12806,2913,475,0,59.73
44552,12806,1840,44,0,5.23
44553,12806,1281,231,0,483.4
44554,12807,4278,202,202,467.32
44555,12807,4756,471,471,143.1
44556,12807,3521,102,102,251.73
44557,12807,90,274,274,491.1
44558,12807,4275,248,248,261.83
44559,12808,444,143,143,269.13
44560,12808,2336,224,224,174.8
44561,12808,3278,339,339,165.8
44562,12809,1343,82,82,443.29
44563,12809,751,145,145,198.28
44564,12809,663,204,204,275.23
44565,12810,3753,334,334,401.1
44566,12810,815,270,270,401.2
44567,12810,2103,195,195,235.38
44568,12810,2171,213,213,328.39
44569,12810,4355,233,233,304.1
44570,12811,1460,434,434,454.97
44571,12811,2431,419,419,458.45
44572,12811,4583,37,37,439.36
44573,12811,1852,335,335,14.49
44574,12811,3361,466,466,138.97
44575,12812,1591,396,396,499.32
44576,12812,820,133,133,231.99
44577,12812,3469,289,289,477.86
44578,12812,412,259,259,262.14
44579,12812,4834,100,100,178.78
44580,12813,2627,393,393,472.91
44581,12813,3462,290,290,209.41
44582,12814,3679,499,499,328.45
44583,12815,913,196,196,226.0
44584,12815,4510,430,430,291.17
44585,12815,238,19,19,92.65
44586,12815,629,376,376,149.63
44587,12816,3537,66,8,478.73
44588,12817,3364,96,96,349.66
44589,12818,3709,286,286,287.73
44590,12818,1484,455,455,130.49
44591,12818,2624,19,19,279.55
44592,12819,2330,441,441,316.39
44593,12819,1834,376,376,347.76
44594,12819,4272,256,256,452.46
44595,12820,1865,403,403,445.53
44596,12820,1684,97,97,414.35
44597,12821,681,441,441,216.72
44598,12821,1766,426,426,150.25
44599,12822,4545,467,342,69.15
44600,12823,1647,496,496,45.93
44601,12823,4716,346,346,222.27
44602,12823,3450,492,492,367.51
44603,12824,4002,332,332,228.96
44604,12824,2503,432,432,41.31
44605,12824,4495,337,337,161.59
44606,12824,991,177,177,176.75
44607,12824,3099,313,313,479.47
44608,12824,1014,111,111,252.21
44609,12825,3458,316,316,66.42
44610,12825,2923,214,214,107.44
44611,12825,4916,215,215,158.76
44612,12825,4939,138,138,181.64
44613,12826,4266,348,348,246.47
44614,12826,1185,323,323,147.28
44615,12827,1503,229,229,430.36
44616,12827,1327,52,52,468.3
44617,12827,400,331,331,146.73
44618,12827,2446,382,382,330.8
44619,12827,4020,214,214,480.74
44620,12828,4615,251,0,397.41
44621,12828,1697,280,0,13.19
44622,12828,4683,327,0,477.2
44623,12828,3725,438,0,268.92
44624,12829,4057,78,78,4.2
44625,12829,2598,328,328,437.11
44626,12830,3527,149,149,325.45
44627,12830,444,439,439,269.13
44628,12830,899,405,405,488.8
44629,12831,715,362,341,373.42
44630,12831,1965,495,31,420.33
44631,12832,4644,211,211,72.25
44632,12832,409,257,257,226.51
44633,12832,1796,444,444,316.14
44634,12832,1752,229,229,67.17
44635,12832,2328,198,198,246.17
44636,12832,3956,303,303,118.65
44637,12833,1469,31,31,193.2
44638,12833,118,238,238,112.84
44639,12833,1236,196,196,154.1
44640,12834,440,166,166,373.94
44641,12835,2261,496,298,248.68
44642,12835,3354,359,66,102.52
44643,12835,1842,354,322,3.7
44644,12835,361,375,322,76.33
44645,12835,4971,410,5,75.33
44646,12835,3197,485,112,337.92
44647,12836,1679,355,355,412.29
44648,12836,1249,118,118,275.89
44649,12837,544,327,327,293.33
44650,12837,3029,122,122,487.85
44651,12837,1995,168,168,78.0
44652,12838,1840,181,181,5.23
44653,12838,322,116,116,395.3
44654,12838,1851,245,245,81.16
44655,12838,1699,393,393,451.69
44656,12839,4120,213,213,459.19
44657,12839,814,315,315,254.5
44658,12840,2433,275,275,68.85
44659,12840,3125,392,392,154.24
44660,12840,1603,333,333,51.42
44661,12840,4913,366,366,288.13
44662,12840,4467,121,121,445.42
44663,12841,4195,232,232,256.88
44664,12842,2165,133,127,138.36
44665,12842,748,201,75,453.36
44666,12842,2993,415,282,45.68
44667,12842,341,317,97,11.9
44668,12842,3032,370,241,131.36
44669,12843,2849,461,0,267.11
44670,12843,4087,415,0,8.62
44671,12844,99,34,34,222.3
44672,12844,2612,304,304,440.34
44673,12844,2472,156,156,297.7
44674,12844,175,482,482,343.35
44675,12844,3636,404,404,132.15
44676,12844,2075,80,80,226.7
44677,12845,2242,388,166,278.83
44678,12845,766,198,70,33.84
44679,12845,1805,112,68,209.46
44680,12846,796,209,209,176.69
44681,12846,3948,112,112,414.13
44682,12846,940,22,22,320.8
44683,12846,2707,490,490,470.44
44684,12846,230,117,117,311.29
44685,12846,3239,224,224,59.22
44686,12847,3198,50,0,175.65
44687,12847,754,348,0,216.72
44688,12847,2909,39,0,252.93
44689,12847,3897,126,0,115.81
44690,12848,2001,94,94,139.71
44691,12849,1118,126,126,87.58
44692,12850,1121,176,176,77.81
44693,12850,1678,34,34,456.43
44694,12850,3403,203,203,391.4
44695,12850,323,461,461,72.63
44696,12850,3851,144,144,369.3
44697,12851,963,329,329,50.69
44698,12851,262,54,54,388.67
44699,12852,4740,190,190,462.83
44700,12852,3036,220,220,73.15
44701,12852,1700,216,216,394.17
44702,12852,4364,323,323,307.6
44703,12852,3639,483,483,98.26
44704,12852,3132,12,12,299.27
44705,12853,3117,182,182,250.75
44706,12853,2077,295,295,458.27
44707,12853,3030,326,326,163.5
44708,12853,4602,240,240,75.71
44709,12854,4817,198,198,362.67
44710,12854,1685,320,320,379.82
44711,12854,2209,96,96,281.67
44712,12855,4298,409,409,23.5
44713,12855,712,395,395,273.29
44714,12855,1793,74,74,150.11
44715,12855,1932,397,397,96.54
44716,12855,1222,18,18,105.37
44717,12856,2107,399,0,419.1
44718,12856,796,458,0,176.69
44719,12856,1745,54,0,41.7
44720,12856,4632,172,0,421.96
44721,12856,3720,466,0,313.32
44722,12856,3080,317,0,489.26
44723,12857,4408,368,33,210.4
44724,12858,363,337,337,389.33
44725,12858,2565,461,461,15.98
44726,12859,2130,447,447,136.57
44727,12859,719,206,206,60.97
44728,12859,2035,227,227,6.98
44729,12859,4889,134,134,455.7
44730,12859,697,292,292,354.36
44731,12860,3974,272,272,114.59
44732,12860,1292,368,368,272.81
44733,12860,1811,317,317,100.45
44734,12860,3077,149,149,481.56
44735,12861,2423,430,430,61.42
44736,12861,1862,43,43,212.33
44737,12861,4931,47,47,217.48
44738,12861,2801,480,480,132.66
44739,12862,3966,302,302,336.68
44740,12862,2595,436,436,91.94
44741,12862,198,80,80,351.87
44742,12863,324,71,71,219.19
44743,12864,4825,301,301,332.91
44744,12865,2614,41,41,88.86
44745,12865,2655,284,284,116.38
44746,12865,3703,287,287,329.61
44747,12865,2021,318,318,56.62
44748,12865,3831,453,453,425.12
44749,12866,1102,10,10,171.39
44750,12866,930,21,21,70.19
44751,12866,2957,12,12,254.81
44752,12866,668,51,51,183.77
44753,12867,1075,353,353,134.56
44754,12867,1439,399,399,185.8
44755,12867,1743,269,269,53.92
44756,12867,4875,85,85,376.48
44757,12868,421,296,296,70.77
44758,12868,2608,479,479,238.74
44759,12868,4621,382,382,84.2
44760,12868,2030,91,91,464.3
44761,12868,687,485,485,286.28
44762,12869,2325,77,77,438.13
44763,12869,4150,491,491,101.3
44764,12869,3805,389,389,29.94
44765,12870,3972,466,466,168.78
44766,12870,4490,111,111,59.44
44767,12870,785,253,253,273.19
44768,12870,1138,322,322,115.56
44769,12870,13,497,497,119.15
44770,12870,110,274,274,476.15
44771,12871,1632,101,101,383.88
44772,12871,4171,184,184,335.82
44773,12871,275,59,59,87.25
44774,12871,3287,279,279,171.32
44775,12872,3656,141,86,256.83
44776,12872,3111,310,225,164.9
44777,12872,1497,490,61,404.74
44778,12873,2995,431,8,211.65
44779,12873,3727,490,148,245.42
44780,12873,4577,263,187,134.8
44781,12873,3828,491,368,243.44
44782,12874,3931,488,488,370.35
44783,12874,523,30,30,71.48
44784,12875,1904,411,0,149.99
44785,12875,1782,131,0,141.34
44786,12875,678,440,0,65.56
44787,12875,3888,157,0,452.54
44788,12875,152,340,0,339.18
44789,12876,1835,155,155,270.49
44790,12877,1223,248,248,308.74
44791,12878,4260,353,353,249.3
44792,12878,4010,476,476,284.0
44793,12878,3127,239,239,140.0
44794,12878,1751,446,446,165.94
44795,12878,3960,116,116,441.84
44796,12878,1937,446,446,65.98
44797,12879,1311,42,42,417.12
44798,12879,713,127,127,412.35
44799,12879,3212,155,155,290.71
44800,12879,3373,10,10,58.85
44801,12880,4573,13,13,124.74
44802,12880,4901,151,151,42.82
44803,12880,3711,457,457,138.57
44804,12880,1897,474,474,393.28
44805,12881,3908,337,337,223.85
44806,12881,3251,136,136,86.84
44807,12881,2962,86,86,434.55
44808,12881,3658,16,16,111.53
44809,12881,3429,189,189,440.59
44810,12881,3509,75,75,110.75
44811,12882,3727,297,297,245.42
44812,12883,4843,279,279,261.8
44813,12884,4164,368,0,220.64
44814,12885,4336,54,54,239.32
44815,12885,1457,346,346,297.7
44816,12885,4505,291,291,151.74
44817,12885,814,333,333,254.5
44818,12885,2615,481,481,339.26
44819,12885,2808,342,342,197.25
44820,12886,1910,287,287,344.33
44821,12886,1119,79,79,132.27
44822,12886,3329,127,127,370.51
44823,12887,3323,108,108,462.21
44824,12887,614,62,62,220.14
44825,12887,2687,185,185,308.37
44826,12888,491,350,72,462.88
44827,12888,4448,83,8,286.56
44828,12889,1749,55,55,467.89
44829,12890,3987,238,238,42.53
44830,12890,4673,104,104,318.74
44831,12890,4624,92,92,209.48
44832,12890,330,102,102,224.6
44833,12890,1379,413,413,127.5
44834,12891,4231,37,0,324.47
44835,12891,355,434,0,437.2
44836,12891,2922,321,0,236.38
44837,12891,2537,99,0,474.2
44838,12891,1761,121,0,354.22
44839,12892,2854,101,0,138.49
44840,12892,2242,97,0,278.83
44841,12892,1237,145,0,31.49
44842,12892,3687,260,0,361.64
44843,12892,957,335,0,254.81
44844,12892,4302,379,0,14.89
44845,12893,1074,226,226,442.53
44846,12893,663,436,436,275.23
44847,12893,3162,305,305,109.66
44848,12894,3596,134,134,180.1
44849,12894,855,356,356,121.97
44850,12894,4076,327,327,318.8
44851,12894,3248,317,317,176.55
44852,12894,905,245,245,420.99
44853,12894,3315,306,306,199.5
44854,12895,2798,179,179,400.1
44855,12895,748,390,390,453.36
44856,12895,4629,147,147,169.33
44857,12895,4120,397,397,459.19
44858,12895,403,401,401,175.58
44859,12896,436,298,298,493.51
44860,12896,394,245,245,243.17
44861,12896,3340,193,193,497.75
44862,12897,2539,284,284,334.4
44863,12897,512,220,220,70.92
44864,12897,657,37,37,308.67
44865,12897,1550,497,497,106.3
44866,12898,4385,422,422,249.4
44867,12898,2866,413,413,97.62
44868,12898,1477,156,156,69.0
44869,12898,1208,144,144,25.16
44870,12898,3959,483,483,41.95
44871,12899,2416,402,227,202.33
44872,12899,4502,444,377,408.5
44873,12899,1888,273,172,105.84
44874,12900,138,292,292,233.45
44875,12900,2852,403,403,7.19
44876,12900,2292,419,419,206.75
44877,12900,2121,371,371,10.7
44878,12901,3649,111,111,82.31
44879,12901,4060,437,437,209.95
