so_item_id,so_id,product_id,quantity,unit_price,discount_pct
81850,27282,4090,14,625.06,0
81851,27282,730,12,285.87,10
81852,27282,458,5,116.88,0
81853,27283,4937,18,306.68,15
81854,27283,4996,10,154.5,10
81855,27283,4774,10,298.58,0
81856,27283,607,12,334.62,0
81857,27284,4704,15,440.0,0
81858,27285,512,17,92.91,0
81859,27285,658,13,65.71,15
81860,27285,260,4,492.9,0
81861,27286,2168,1,367.44,5
81862,27286,3161,10,380.66,15
81863,27286,889,16,735.04,15
81864,27286,1637,9,506.05,0
81865,27286,4137,14,585.72,20
81866,27287,3718,14,745.21,20
81867,27287,3952,19,562.38,15
81868,27287,1158,17,262.1,0
81869,27288,4874,14,88.88,5
81870,27289,3450,2,727.67,20
81871,27289,726,7,1018.45,20
81872,27289,3227,5,630.12,15
81873,27290,2682,8,514.98,0
81874,27290,4714,3,73.43,15
81875,27290,3149,14,608.89,5
81876,27290,221,2,431.57,20
81877,27291,3374,8,773.75,20
81878,27291,3506,19,796.56,10
81879,27291,2205,4,340.03,0
81880,27291,129,16,75.82,5
81881,27292,3868,17,181.68,15
81882,27293,4912,5,491.48,5
81883,27293,925,8,92.32,0
81884,27293,16,20,513.14,0
81885,27293,2161,13,64.85,0
81886,27294,237,15,77.33,5
81887,27294,2483,5,86.79,0
81888,27294,779,15,350.2,20
81889,27294,1224,4,749.82,0
81890,27294,1374,20,2.89,5
81891,27295,1015,16,660.78,0
81892,27295,1789,3,40.32,0
81893,27295,179,12,288.87,5
81894,27295,2409,7,423.48,10
81895,27296,523,16,105.79,20
81896,27296,1860,12,315.22,0
81897,27297,2665,12,399.59,0
81898,27297,1615,10,678.68,0
81899,27298,1342,12,97.2,20
81900,27298,3105,8,565.42,5
81901,27298,948,19,434.7,10
81902,27298,2774,6,168.15,5
81903,27298,2146,2,111.79,0
81904,27299,2635,17,207.01,0
81905,27299,1488,10,466.48,20
81906,27299,2619,2,183.52,0
81907,27300,2464,7,290.97,5
81908,27300,1646,9,730.51,15
81909,27300,4408,12,391.34,5
81910,27300,2190,17,40.48,5
81911,27301,3539,13,493.88,15
81912,27301,4673,19,564.17,0
81913,27302,3936,7,176.61,0
81914,27302,381,6,97.14,5
81915,27303,930,13,103.88,10
81916,27303,2897,15,854.82,10
81917,27303,827,1,132.88,10
81918,27303,1666,18,240.4,10
81919,27304,688,10,299.07,10
81920,27305,715,9,631.08,10
81921,27305,4899,4,241.62,15
81922,27306,2591,4,252.85,15
81923,27307,4819,4,480.26,10
81924,27307,3450,16,727.67,5
81925,27307,2778,16,199.58,5
81926,27307,3158,8,500.18,20
81927,27308,1361,8,344.03,10
81928,27309,1213,12,459.67,0
81929,27310,1862,15,350.34,20
81930,27310,491,10,634.15,15
81931,27311,213,18,1029.04,5
81932,27311,1719,4,191.82,5
81933,27311,2670,16,699.89,20
81934,27311,1023,9,554.87,10
81935,27311,3781,2,704.77,15
81936,27312,2988,12,148.93,10
81937,27312,409,14,285.4,10
81938,27312,2325,4,582.71,20
81939,27312,3772,2,17.88,20
81940,27313,3158,3,500.18,20
81941,27314,2990,6,449.75,10
81942,27314,1058,17,8.71,15
81943,27314,327,5,302.19,10
81944,27314,1307,1,269.33,10
81945,27314,4411,19,626.77,0
81946,27315,2111,15,632.86,15
81947,27316,951,5,326.53,20
81948,27316,495,15,49.26,0
81949,27316,3621,2,631.91,20
81950,27316,4835,8,526.03,5
81951,27316,4731,10,10.93,0
81952,27317,298,2,15.07,0
81953,27317,4819,17,480.26,5
81954,27317,2415,17,9.66,10
81955,27317,233,12,421.84,20
81956,27317,2462,4,572.63,5
81957,27318,1263,5,466.08,0
81958,27318,3045,14,222.83,5
81959,27318,2254,17,777.26,0
81960,27318,4577,5,181.98,0
81961,27319,1882,13,58.04,5
81962,27319,1582,11,540.39,15
81963,27319,2055,13,435.76,20
81964,27319,1352,17,37.33,0
81965,27319,68,16,280.87,0
81966,27320,23,6,754.37,5
81967,27320,4273,1,846.5,5
81968,27321,750,4,594.59,0
81969,27321,171,17,134.08,10
81970,27321,4559,15,1054.05,20
81971,27321,4564,15,380.11,0
81972,27322,3579,2,319.07,10
81973,27322,205,2,625.75,5
81974,27322,4161,1,110.02,10
81975,27322,3068,6,140.31,10
81976,27323,4297,20,438.82,5
81977,27323,3807,7,147.75,15
81978,27323,427,18,643.95,10
81979,27323,3600,8,486.64,0
81980,27323,1676,2,12.57,10
81981,27324,1621,11,139.11,0
81982,27324,506,4,348.83,0
81983,27324,2378,18,322.56,10
81984,27324,2728,4,135.45,15
81985,27324,4238,2,46.31,10
81986,27325,1118,3,201.47,20
81987,27326,109,17,100.51,5
81988,27327,4527,16,32.85,0
81989,27327,3781,17,704.77,0
81990,27327,3292,17,15.66,20
81991,27327,488,16,379.91,10
81992,27327,4990,9,40.17,10
81993,27328,340,18,453.13,0
81994,27328,362,6,155.25,0
81995,27329,2520,17,748.49,0
81996,27329,3917,8,804.3,0
81997,27329,4577,12,181.98,0
81998,27330,749,15,417.56,20
81999,27330,3975,8,73.82,0
82000,27330,1915,9,430.62,10
82001,27330,4191,11,538.68,15
82002,27331,3386,11,403.14,0
82003,27332,1941,15,777.61,10
82004,27332,2917,18,527.6,20
82005,27332,3123,5,125.38,15
82006,27332,167,16,382.35,5
82007,27332,1436,5,645.7,20
82008,27333,555,17,630.99,15
82009,27333,4767,8,100.17,5
82010,27334,3006,9,567.48,20
82011,27334,3390,19,820.61,10
82012,27334,4999,12,397.58,0
82013,27335,2911,1,371.61,10
82014,27335,2999,3,842.27,15
82015,27335,4872,17,295.88,0
82016,27335,3457,12,354.32,0
82017,27335,709,17,833.15,10
82018,27336,3469,12,874.48,10
82019,27336,1965,13,714.56,0
82020,27336,964,18,570.74,0
82021,27337,1474,17,115.88,0
82022,27338,2694,15,197.71,0
82023,27338,3801,7,58.28,15
82024,27338,3241,20,25.43,0
82025,27338,1534,8,400.67,10
82026,27339,4738,17,55.07,15
82027,27339,3622,10,509.88,0
82028,27339,3847,4,78.06,20
82029,27339,4496,1,110.59,0
82030,27339,2723,15,847.15,0
82031,27340,1005,10,92.74,0
82032,27340,1555,4,355.12,0
82033,27340,1362,18,808.53,0
82034,27341,2615,19,589.95,5
82035,27341,3936,2,176.61,20
82036,27341,2652,14,52.66,5
82037,27341,4879,20,381.1,0
82038,27342,4924,7,241.5,5
82039,27342,430,16,672.01,5
82040,27342,513,8,680.01,0
82041,27342,3273,9,518.61,0
82042,27342,1253,1,427.05,10
82043,27343,4630,6,820.37,20
82044,27343,296,19,75.7,10
82045,27343,3516,6,119.17,0
82046,27343,796,15,242.07,5
82047,27343,4789,2,149.92,10
82048,27344,4355,12,419.66,20
82049,27344,4195,2,506.05,0
82050,27344,1636,5,214.74,0
82051,27344,4605,19,758.1,0
82052,27345,194,19,254.95,5
82053,27346,2567,5,498.84,0
82054,27346,4278,15,780.42,0
82055,27347,1941,6,777.61,20
82056,27347,4029,2,844.6,0
82057,27347,4137,14,585.72,0
82058,27348,3061,3,388.43,10
82059,27348,273,3,656.92,0
82060,27348,758,17,151.86,15
82061,27348,4624,15,354.02,0
82062,27349,542,18,264.53,5
82063,27349,4246,17,692.65,5
82064,27349,2975,18,58.06,15
82065,27349,2912,6,44.73,20
82066,27350,705,10,304.04,15
82067,27350,2575,6,117.33,0
82068,27350,1552,11,611.93,0
82069,27350,533,19,684.5,5
82070,27351,2465,19,143.54,5
82071,27352,2764,11,163.34,15
82072,27352,4841,11,571.79,0
82073,27353,3991,10,62.69,5
82074,27353,392,14,920.26,0
82075,27354,1538,18,627.52,10
82076,27354,2987,19,613.08,5
82077,27354,870,1,270.03,20
82078,27355,3362,16,170.42,20
82079,27355,3430,4,402.67,15
82080,27355,400,4,265.58,15
82081,27356,4167,3,97.1,5
82082,27356,3646,10,486.37,0
82083,27356,4777,14,508.38,5
82084,27356,547,7,302.82,5
82085,27356,2019,13,639.99,15
82086,27357,742,13,480.12,20
82087,27358,3808,17,219.05,5
82088,27358,2551,13,429.87,5
82089,27358,3023,15,214.03,10
82090,27358,2518,9,288.47,0
82091,27359,2455,16,791.81,20
82092,27360,3493,15,209.99,0
82093,27360,686,12,278.16,10
82094,27360,3348,15,181.21,0
82095,27361,4543,5,317.69,10
82096,27362,867,16,334.19,0
82097,27362,4903,16,650.07,20
82098,27362,2927,5,246.75,0
82099,27363,4858,11,133.91,15
82100,27363,4994,6,266.17,10
82101,27363,3860,13,262.3,0
82102,27363,2697,13,636.27,5
82103,27364,434,12,45.09,0
82104,27365,1192,15,338.4,0
82105,27366,4964,17,860.47,0
82106,27366,4814,12,824.36,5
82107,27366,639,4,175.26,20
82108,27366,390,2,377.02,0
82109,27366,1192,6,338.4,5
82110,27367,1561,1,91.65,0
82111,27367,684,9,509.29,20
82112,27367,3445,4,735.72,10
82113,27367,644,6,12.78,0
82114,27367,2733,15,391.17,15
82115,27368,97,1,480.9,0
82116,27368,1843,9,112.82,20
82117,27368,3427,15,589.91,10
82118,27369,949,14,405.75,10
82119,27369,1846,5,786.24,0
82120,27369,2132,15,264.74,0
82121,27370,4879,8,381.1,20
82122,27371,4371,18,174.7,0
82123,27371,2490,7,672.54,0
82124,27371,3785,10,948.54,0
82125,27372,1740,18,100.75,0
82126,27372,2764,14,163.34,0
82127,27372,959,12,328.3,15
82128,27372,1505,5,1048.28,10
82129,27372,2513,3,907.74,0
82130,27373,3455,9,584.71,5
82131,27373,1950,17,638.18,20
82132,27373,293,13,36.07,0
82133,27373,977,13,150.21,0
82134,27373,97,4,480.9,0
82135,27374,3631,3,472.23,5
82136,27374,4401,2,765.73,0
82137,27374,3514,6,584.63,0
82138,27375,1797,10,858.04,20
82139,27375,3697,14,670.89,15
82140,27375,3227,1,630.12,15
82141,27375,4218,10,779.07,0
82142,27376,285,2,140.88,0
82143,27376,3628,2,65.14,0
82144,27376,4635,10,70.72,5
82145,27376,4163,7,382.66,0
82146,27376,747,14,406.64,15
82147,27377,4652,17,223.82,0
82148,27377,3852,10,96.94,0
82149,27378,4274,18,444.15,15
82150,27378,1036,20,330.59,10
82151,27378,1835,19,405.74,0
82152,27379,2015,17,767.21,5
82153,27379,1567,3,120.26,0
82154,27379,1920,3,203.85,5
82155,27379,1296,13,32.64,5
82156,27379,4985,12,363.57,0
82157,27380,2208,5,609.26,0
82158,27380,1838,8,818.64,0
82159,27380,1850,1,459.03,15
82160,27380,2562,18,68.42,0
82161,27380,4498,18,21.63,20
82162,27381,2898,17,344.11,0
82163,27382,1240,18,509.86,5
82164,27382,364,1,281.24,0
82165,27382,831,6,99.06,0
82166,27382,4031,18,770.21,5
82167,27383,2133,11,329.66,15
82168,27383,2116,12,12.72,20
82169,27383,811,3,114.2,0
82170,27384,3540,12,474.61,20
82171,27384,2161,15,64.85,20
82172,27384,2683,19,341.34,0
82173,27384,4319,2,402.7,0
82174,27385,3244,2,704.72,0
82175,27385,2071,5,220.67,0
82176,27385,4783,2,42.9,0
82177,27385,2570,3,634.31,0
82178,27385,3485,3,736.91,0
82179,27386,2383,14,878.04,15
82180,27386,4575,2,575.37,10
82181,27386,3320,9,628.08,15
82182,27386,2114,18,92.37,0
82183,27387,3115,16,91.01,0
82184,27387,4995,10,352.29,20
82185,27388,1667,2,449.15,20
82186,27388,198,3,598.18,0
82187,27388,2167,2,111.41,0
82188,27388,4181,13,509.83,5
82189,27389,4845,16,612.87,10
82190,27389,1195,14,184.11,0
82191,27389,354,20,164.04,0
82192,27390,2144,19,517.86,20
82193,27390,2994,8,331.13,15
82194,27390,2530,13,807.74,0
82195,27390,1117,18,595.88,15
82196,27391,4750,5,10.45,0
82197,27391,4247,16,136.4,20
82198,27391,3902,20,336.81,0
82199,27391,3875,9,429.04,15
82200,27391,1779,4,270.34,10
82201,27392,1604,9,192.96,15
82202,27393,653,18,219.31,0
82203,27393,4735,10,486.39,0
82204,27393,2590,11,81.48,10
82205,27393,3501,20,99.03,0
82206,27393,1549,4,106.66,15
82207,27394,1165,1,163.82,0
82208,27395,3262,1,514.7,10
82209,27396,2917,17,527.6,20
82210,27396,405,6,757.75,5
82211,27396,120,16,463.87,0
82212,27396,1088,19,463.35,20
82213,27397,1178,18,494.88,20
82214,27397,2679,8,591.03,0
82215,27398,3009,9,800.66,20
82216,27398,899,19,596.34,0
82217,27398,1334,7,823.83,0
82218,27399,1471,16,352.36,5
82219,27399,1994,7,40.89,20
82220,27400,1043,4,109.89,0
82221,27400,781,2,228.49,0
82222,27400,261,19,585.32,5
82223,27400,3502,17,516.56,0
82224,27401,3682,9,109.58,10
82225,27401,2426,20,112.84,20
82226,27402,1925,12,795.13,20
82227,27402,2668,16,737.95,5
82228,27403,3436,19,28.59,5
82229,27403,1173,5,565.05,0
82230,27403,491,4,634.15,0
82231,27403,1402,16,284.39,0
82232,27403,1827,16,132.94,15
82233,27404,3034,19,546.21,5
82234,27405,2873,5,674.82,0
82235,27405,2304,17,439.87,15
82236,27405,4355,9,419.66,10
82237,27406,2763,13,310.75,0
82238,27406,4276,8,556.63,10
82239,27407,4062,5,92.92,0
82240,27407,3310,19,208.15,15
82241,27407,4656,13,130.54,15
82242,27407,3728,12,276.32,0
82243,27408,3466,18,283.11,15
82244,27409,4580,19,518.01,0
82245,27410,4488,7,679.53,20
82246,27411,3553,14,53.08,0
82247,27412,2002,17,517.82,0
82248,27413,569,17,121.5,0
82249,27414,4573,18,155.92,0
82250,27414,2451,12,206.29,10
82251,27414,288,7,269.97,0
82252,27415,3907,8,375.24,0
82253,27415,1443,18,179.03,5
82254,27416,1356,2,105.98,5
82255,27416,3170,12,79.94,15
82256,27417,924,10,677.72,20
82257,27417,2139,2,296.18,0
82258,27418,1350,11,80.75,5
82259,27418,3024,11,684.9,0
82260,27419,854,15,164.15,15
82261,27419,3719,1,160.89,0
82262,27420,1795,2,128.4,10
82263,27420,737,7,137.86,0
82264,27420,3371,2,41.2,20
82265,27421,2731,19,117.18,15
82266,27421,2357,17,277.98,0
82267,27421,4432,8,271.7,5
82268,27421,43,2,220.42,5
82269,27422,420,1,16.48,15
82270,27423,3559,10,317.61,10
82271,27423,4789,3,149.92,0
82272,27423,1225,18,200.69,15
82273,27423,514,10,386.17,20
82274,27423,3937,12,180.76,5
82275,27424,45,16,164.63,15
82276,27424,1317,16,980.0,10
82277,27424,3057,6,36.89,0
82278,27425,294,6,954.48,0
82279,27425,2435,20,610.36,5
82280,27425,1824,4,18.3,10
82281,27426,2821,2,482.63,10
82282,27427,2305,12,830.66,10
82283,27427,1391,17,176.64,5
82284,27427,2171,9,650.21,0
82285,27427,3809,16,797.02,20
82286,27428,2750,12,570.61,5
82287,27428,3655,8,224.16,0
82288,27428,3983,12,772.26,10
82289,27429,1282,4,628.05,0
82290,27429,3348,13,181.21,10
82291,27429,3584,14,649.93,20
82292,27429,921,17,470.99,20
82293,27430,1990,8,364.21,20
82294,27430,3965,9,54.77,0
82295,27430,2351,10,298.92,20
82296,27431,529,4,340.27,5
82297,27431,1497,10,489.74,5
82298,27431,4454,1,633.99,15
82299,27431,3421,14,515.65,15
82300,27431,4002,19,432.73,0
82301,27432,2546,7,293.05,5
82302,27433,2635,14,207.01,15
82303,27434,4576,9,628.26,10
82304,27434,836,11,488.58,15
82305,27434,2841,14,648.39,5
82306,27435,3491,20,476.71,0
82307,27436,4443,4,106.34,0
82308,27437,1682,18,558.34,0
82309,27437,4022,16,582.63,0
82310,27437,468,20,62.77,0
82311,27438,3086,13,584.63,20
82312,27439,1055,5,43.83,0
82313,27439,493,7,460.91,5
82314,27439,1520,11,213.55,0
82315,27440,4089,11,517.29,15
82316,27440,2533,19,214.09,15
82317,27440,3972,15,330.81,0
82318,27441,3978,2,611.16,0
82319,27441,772,15,455.7,10
82320,27441,2886,11,510.03,0
82321,27441,4200,18,503.87,20
82322,27442,511,19,371.17,10
82323,27443,1658,5,692.35,15
82324,27443,226,6,846.07,0
82325,27443,1274,20,250.3,15
82326,27443,914,20,677.21,20
82327,27443,4370,2,151.71,0
82328,27444,4752,17,528.95,5
82329,27444,105,1,255.78,5
82330,27444,4000,2,385.07,0
82331,27444,3284,6,355.96,15
82332,27444,252,15,444.93,5
82333,27445,2458,16,707.54,0
82334,27445,208,8,716.84,0
82335,27445,2855,9,593.53,10
82336,27445,284,20,472.83,15
82337,27445,1797,2,858.04,20
82338,27446,2777,18,347.63,5
82339,27446,1088,2,463.35,20
82340,27446,3576,16,390.4,10
82341,27446,1700,11,721.33,10
82342,27447,4640,10,83.3,0
82343,27448,4214,5,406.15,0
82344,27448,704,2,706.38,0
82345,27448,1126,20,632.12,10
82346,27448,4852,4,670.03,15
82347,27448,4860,12,427.14,15
82348,27449,842,1,394.02,0
82349,27449,8,18,580.74,0
82350,27450,1911,2,379.38,5
82351,27450,610,17,439.36,0
82352,27451,503,7,286.13,0
82353,27452,3256,18,57.1,10
82354,27452,1479,2,276.73,10
82355,27452,1474,19,115.88,0
82356,27452,4571,2,242.99,15
82357,27452,203,16,137.77,5
82358,27453,3989,17,357.45,20
82359,27453,3963,1,845.34,0
82360,27453,1662,6,475.32,15
82361,27454,2219,13,174.58,0
82362,27454,1888,18,127.01,0
82363,27454,1510,5,451.23,5
82364,27455,2423,5,86.6,15
82365,27455,925,11,92.32,0
82366,27455,3311,16,198.93,0
82367,27455,2049,14,132.93,15
82368,27456,4757,2,517.1,0
82369,27456,3127,13,175.0,15
82370,27456,59,17,606.5,0
82371,27457,1031,3,336.79,15
82372,27457,3981,10,346.68,0
82373,27457,945,1,436.58,0
82374,27457,722,5,132.09,15
82375,27457,3376,18,369.65,10
82376,27458,831,14,99.06,15
82377,27459,890,5,276.3,5
82378,27460,1085,4,758.19,10
82379,27460,4008,9,344.6,0
82380,27460,2185,16,18.67,10
82381,27460,2634,5,60.98,0
82382,27461,2162,1,802.46,0
82383,27462,748,11,616.57,10
82384,27462,4706,12,159.55,10
82385,27462,4734,2,480.88,20
82386,27463,4544,1,144.88,15
82387,27463,3856,20,958.87,10
82388,27463,580,9,734.55,0
82389,27464,839,17,447.51,0
82390,27464,4911,10,1076.49,0
82391,27465,1704,10,394.5,15
82392,27465,3491,14,476.71,15
82393,27466,1088,11,463.35,20
82394,27466,4284,3,506.7,20
82395,27466,1256,4,676.51,15
82396,27467,2007,13,135.72,0
82397,27467,3123,3,125.38,10
82398,27467,3724,6,331.08,5
82399,27467,1950,12,638.18,15
82400,27467,2341,6,360.05,5
82401,27468,98,14,570.82,10
82402,27468,4359,7,165.6,15
82403,27468,2915,19,278.59,15
82404,27468,650,3,406.18,5
82405,27468,4178,18,380.41,0
82406,27469,1059,5,654.05,10
82407,27469,1773,11,538.12,0
82408,27469,4392,3,380.53,20
82409,27469,386,18,518.48,10
82410,27470,4882,20,540.56,5
82411,27470,4145,4,407.55,0
82412,27470,4704,4,440.0,5
82413,27470,363,16,533.38,15
82414,27470,665,1,527.08,10
82415,27471,2892,9,479.29,0
82416,27471,2223,2,124.11,15
82417,27471,1443,6,179.03,15
82418,27471,888,4,8.04,10
82419,27471,2751,3,23.66,20
82420,27472,2179,5,696.58,5
82421,27473,1940,13,6.53,15
82422,27474,594,18,526.92,0
82423,27474,1042,17,322.64,20
82424,27474,3243,17,495.46,0
82425,27475,4986,17,367.37,15
82426,27475,4847,19,137.02,20
82427,27475,4334,18,745.59,0
82428,27476,597,16,581.53,15
82429,27476,99,4,275.65,0
82430,27477,3441,12,271.35,15
82431,27477,197,4,683.89,0
82432,27478,4371,9,174.7,15
82433,27478,3486,5,625.86,0
82434,27478,3513,11,341.16,5
82435,27479,1093,19,241.81,0
82436,27479,4518,2,3.26,10
82437,27480,4528,15,352.72,15
82438,27480,4302,3,22.93,15
82439,27481,1869,2,628.28,15
82440,27481,901,2,60.92,5
82441,27481,3771,8,667.62,20
82442,27481,3529,14,185.64,0
82443,27481,965,10,907.9,10
82444,27482,650,5,406.18,15
82445,27482,1626,16,334.76,15
82446,27482,4913,8,509.99,0
82447,27482,2589,5,831.28,0
82448,27482,4467,11,554.52,10
82449,27483,2414,3,639.13,15
82450,27483,1714,1,648.21,5
82451,27483,2978,14,931.95,20
82452,27483,1183,20,728.23,10
82453,27483,2779,13,151.93,5
82454,27484,4538,3,541.73,20
82455,27484,2558,16,721.89,0
82456,27485,1443,2,179.03,10
82457,27485,3368,1,254.3,20
82458,27485,1582,10,540.39,0
82459,27486,3723,18,645.22,0
82460,27486,4625,2,34.81,15
82461,27487,3399,18,197.81,0
82462,27487,587,19,865.65,5
82463,27488,3860,13,262.3,20
82464,27488,1653,7,533.11,10
82465,27488,3558,6,257.65,20
82466,27489,4123,18,633.29,0
82467,27489,4477,16,564.7,15
82468,27489,3501,20,99.03,0
82469,27490,2026,13,420.38,0
82470,27490,580,7,734.55,10
82471,27490,4563,5,428.11,10
82472,27491,1505,12,1048.28,0
82473,27491,897,1,116.47,20
82474,27492,4415,2,505.61,0
82475,27492,3406,12,443.82,20
82476,27492,3721,6,602.37,20
82477,27493,3196,7,624.08,0
82478,27493,4225,9,142.22,10
82479,27493,2745,2,565.41,0
82480,27493,4512,14,786.03,20
82481,27493,1256,12,676.51,0
82482,27494,939,17,16.28,0
82483,27495,4478,16,420.47,10
82484,27495,2627,9,926.9,20
82485,27496,4079,13,923.23,0
82486,27496,4612,4,238.65,0
82487,27496,1632,3,614.21,0
82488,27496,3521,20,433.31,0
82489,27497,1343,1,789.06,0
82490,27497,1343,13,789.06,5
82491,27497,3922,13,520.04,0
82492,27498,3203,20,845.95,15
82493,27498,424,5,159.01,0
82494,27498,1537,19,365.96,0
82495,27498,102,4,607.29,10
82496,27498,1584,17,538.24,20
82497,27499,3156,12,134.52,15
82498,27499,3353,16,440.97,0
82499,27499,4985,17,363.57,20
82500,27499,3460,13,28.26,0
82501,27500,4123,20,633.29,10
82502,27501,2665,19,399.59,15
82503,27501,4613,4,797.27,15
82504,27501,1930,2,311.84,0
82505,27501,678,9,101.62,20
82506,27501,1859,17,162.63,0
82507,27502,4879,15,381.1,10
82508,27502,2989,13,53.03,5
82509,27502,3852,17,96.94,5
82510,27503,2593,16,443.69,0
82511,27503,2684,20,3.5,0
82512,27503,1834,11,504.25,15
82513,27503,2379,15,798.78,10
82514,27504,4559,5,1054.05,0
82515,27504,3029,7,887.89,15
82516,27504,319,4,460.59,0
82517,27505,662,18,836.24,0
82518,27505,3031,19,587.79,0
82519,27505,2435,3,610.36,0
82520,27506,2384,1,82.11,10
82521,27506,1171,9,461.47,0
82522,27507,4507,6,130.65,20
82523,27507,1582,1,540.39,20
82524,27507,206,14,209.57,5
82525,27507,1395,17,1232.03,5
82526,27508,2072,3,528.84,20
82527,27508,3207,9,455.16,5
82528,27508,1743,4,70.64,5
82529,27508,4661,2,574.02,15
82530,27508,3958,8,423.94,0
82531,27509,1832,5,649.25,0
82532,27509,4848,14,596.22,0
82533,27509,796,5,242.07,20
82534,27510,4,7,506.68,0
82535,27510,3101,3,323.78,5
82536,27511,3642,6,711.05,0
82537,27511,798,6,256.91,0
82538,27511,4836,18,201.89,20
82539,27511,2487,15,547.49,0
82540,27512,454,13,655.55,20
82541,27512,2918,2,285.99,5
82542,27512,2358,19,409.99,10
82543,27513,2282,7,133.76,20
82544,27513,4274,12,444.15,0
82545,27514,3936,11,176.61,0
82546,27515,2395,14,168.17,0
82547,27515,4715,13,96.33,10
82548,27516,2599,12,870.91,15
82549,27516,104,14,134.27,0
82550,27516,3989,18,357.45,15
82551,27517,832,11,408.92,0
82552,27517,1119,1,244.7,5
82553,27518,925,1,92.32,10
82554,27518,3967,9,221.76,0
82555,27518,627,19,581.63,10
82556,27518,1249,4,331.07,0
82557,27519,2815,19,427.53,0
82558,27519,4272,3,628.92,15
82559,27519,414,19,608.31,15
82560,27519,1719,3,191.82,0
82561,27520,822,12,629.91,0
82562,27520,4865,11,344.86,0
82563,27521,1591,13,883.8,20
82564,27521,3010,3,679.29,0
82565,27521,4721,14,880.78,0
82566,27521,4292,9,517.17,0
82567,27522,2125,2,455.68,10
82568,27522,4231,9,635.96,20
82569,27522,1166,1,97.99,20
82570,27523,655,2,302.1,15
82571,27524,2490,9,672.54,0
82572,27525,3914,1,106.81,10
82573,27525,52,18,367.39,0
82574,27526,4442,19,283.3,20
82575,27526,1515,17,39.69,20
82576,27526,1871,20,500.78,10
82577,27527,360,15,221.19,15
82578,27527,1880,2,465.26,10
82579,27527,1916,14,472.79,5
82580,27528,2672,2,736.49,0
82581,27528,525,11,66.62,5
82582,27528,2670,13,699.89,0
82583,27528,3124,9,292.32,20
82584,27528,294,1,954.48,5
82585,27529,4516,12,370.16,0
82586,27529,1510,12,451.23,0
82587,27529,3148,7,103.65,15
82588,27530,826,17,107.65,0
82589,27530,3449,11,284.92,20
82590,27530,2592,8,429.82,0
82591,27530,3333,15,510.66,20
82592,27530,2691,17,758.9,0
82593,27531,1485,10,8.7,20
82594,27531,3278,6,323.31,10
82595,27531,1595,4,253.46,20
82596,27531,3969,10,485.97,5
82597,27532,3648,12,555.06,10
82598,27532,1109,14,146.88,15
82599,27533,2359,7,209.34,20
82600,27533,2174,7,105.83,0
82601,27533,4402,4,284.2,0
82602,27533,597,17,581.53,5
82603,27533,730,7,285.87,10
82604,27534,3581,2,92.01,10
82605,27534,955,7,386.45,0
82606,27534,2277,20,244.16,10
82607,27535,759,20,291.72,10
82608,27535,1159,2,307.63,0
82609,27535,4854,19,113.57,20
82610,27535,2778,12,199.58,15
82611,27535,303,18,61.05,0
82612,27536,682,11,164.82,0
82613,27537,2989,16,53.03,10
82614,27537,3468,2,34.79,0
82615,27537,784,14,655.65,10
82616,27538,1564,18,387.83,0
82617,27539,901,16,60.92,0
82618,27539,184,15,94.22,15
82619,27539,4299,2,795.25,15
82620,27539,241,10,232.99,0
82621,27540,4886,3,124.7,5
82622,27541,152,17,552.86,15
82623,27541,3977,15,42.1,0
82624,27542,4794,10,896.77,0
82625,27542,598,15,563.89,5
82626,27543,3206,3,84.74,15
82627,27543,2461,20,191.6,0
82628,27543,4896,13,233.89,0
82629,27543,1093,9,241.81,0
82630,27543,4267,10,220.13,5
82631,27544,743,16,966.21,20
82632,27544,630,6,584.8,5
82633,27544,3937,6,180.76,0
82634,27544,1032,5,531.46,0
82635,27545,4714,9,73.43,10
82636,27545,3301,1,498.7,5
82637,27545,3617,18,384.6,0
82638,27545,517,15,611.42,0
82639,27545,3984,10,686.88,0
82640,27546,1356,13,105.98,10
82641,27546,472,13,381.29,15
82642,27546,1159,10,307.63,0
82643,27547,2754,15,460.59,15
82644,27547,2275,12,268.27,0
82645,27548,3180,4,564.66,0
82646,27549,3963,6,845.34,0
82647,27549,1356,14,105.98,10
82648,27549,668,2,360.19,20
82649,27550,662,10,836.24,20
82650,27550,904,17,547.28,15
82651,27551,1038,15,34.78,15
82652,27551,4637,2,270.87,0
82653,27551,3370,16,524.9,0
82654,27551,1031,17,336.79,0
82655,27551,3897,3,193.4,10
82656,27552,4906,2,153.94,10
82657,27552,3163,15,240.58,15
82658,27552,318,10,470.51,0
82659,27552,2976,1,650.46,5
82660,27552,4295,13,592.63,15
82661,27553,3752,17,376.58,0
82662,27554,988,9,80.09,10
82663,27555,2832,2,483.03,0
82664,27556,3880,9,557.8,0
82665,27556,3431,14,93.82,5
82666,27557,3414,1,307.31,0
82667,27557,964,16,570.74,0
82668,27557,1459,1,569.68,0
82669,27557,3336,14,290.81,5
82670,27558,1343,13,789.06,5
82671,27558,889,9,735.04,20
82672,27559,496,18,43.84,0
82673,27559,3449,13,284.92,15
82674,27559,37,17,502.89,0
82675,27560,305,7,622.32,15
82676,27560,2366,2,626.83,0
82677,27561,1996,11,35.49,0
82678,27561,2850,15,320.87,0
82679,27561,3504,7,815.46,0
82680,27561,3570,8,147.02,0
82681,27561,1099,4,552.63,15
